,Iteration,B Type,Constructor,Land Cost,A type,A Size- Sq.Meters,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-Education,U3-Education,M2-Education,Quota_M2-Education,Merge_M2-Education,Residual_M2-Education,M1-Education,S,SI,Price Difference,Price Difference- After Subsidy,Percent,U2- Subsidy,M2- Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,Constructor Profit
2876,288,B1,7,2769804,A4,118,3430840,3477113,12.0%,3842541,3894366,3909859,3963498,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53639,48139,1.215%,20.479%,0,0,0,0,200,0
2877,288,B1,8,2769804,A4,118,3430840,3477113,11.5%,3825387,3876980,3892105,3945504,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53400,47900,1.214%,20.479%,0,0,0,0,200,0
2878,288,B1,9,2769804,A4,118,3430840,3477113,11.0%,3808232,3859595,3874350,3927510,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53160,47660,1.213%,20.479%,0,0,0,0,200,0
2879,288,B1,10,2769804,A4,118,3430840,3477113,10.5%,3791078,3842209,3856596,3909516,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52921,47421,1.213%,20.479%,0,0,0,0,200,0
2880,289,B2,1,1663770,A4,118,2324806,2371079,15.0%,2673527,2726740,2699930,2755006,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,55076,49576,1.799%,14.977%,300,200,200,100,0,0
2881,289,B2,2,1663770,A4,118,2324806,2371079,14.5%,2661903,2714885,2687899,2742735,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,54836,49336,1.799%,14.977%,100,100,200,0,0,0
2882,289,B2,3,1663770,A4,118,2324806,2371079,14.0%,2650279,2703030,2675868,2730465,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,54597,49097,1.798%,14.977%,0,0,0,0,200,0
2883,289,B2,4,1663770,A4,118,2324806,2371079,13.5%,2638655,2691174,2663837,2718195,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,54357,48857,1.797%,14.977%,0,0,0,0,200,0
2884,289,B2,5,1663770,A4,118,2324806,2371079,13.0%,2627031,2679319,2651806,2705924,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,54118,48618,1.797%,14.977%,0,0,0,0,200,0
2885,289,B2,6,1663770,A4,118,2324806,2371079,12.5%,2615407,2667463,2639776,2693654,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53879,48379,1.796%,14.977%,0,0,0,0,200,0
2886,289,B2,7,1663770,A4,118,2324806,2371079,12.0%,2603783,2655608,2627745,2681384,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53639,48139,1.795%,14.977%,0,0,0,0,200,0
2887,289,B2,8,1663770,A4,118,2324806,2371079,11.5%,2592159,2643753,2615714,2669113,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53400,47900,1.795%,14.977%,0,0,0,0,200,0
2888,289,B2,9,1663770,A4,118,2324806,2371079,11.0%,2580535,2631897,2603683,2656843,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53160,47660,1.794%,14.977%,0,0,0,0,200,0
2889,289,B2,10,1663770,A4,118,2324806,2371079,10.5%,2568911,2620042,2591652,2644573,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52921,47421,1.793%,14.977%,0,0,0,0,200,0
2890,290,B3,1,1183094,A4,118,1844130,1890403,15.0%,2120750,2173963,2127805,2182881,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,55076,49576,2.271%,14.977%,300,200,200,100,0,0
2891,290,B3,2,1183094,A4,118,1844130,1890403,14.5%,2111529,2164511,2118262,2173098,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,54836,49336,2.27%,14.977%,100,100,200,0,0,0
2892,290,B3,3,1183094,A4,118,1844130,1890403,14.0%,2102308,2155059,2108719,2163316,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,54597,49097,2.27%,14.977%,0,0,0,0,200,0
2893,290,B3,4,1183094,A4,118,1844130,1890403,13.5%,2093088,2145607,2099175,2153533,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,54357,48857,2.269%,14.977%,0,0,0,0,200,0
2894,290,B3,5,1183094,A4,118,1844130,1890403,13.0%,2083867,2136155,2089632,2143750,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,54118,48618,2.268%,14.977%,0,0,0,0,200,0
2895,290,B3,6,1183094,A4,118,1844130,1890403,12.5%,2074646,2126703,2080088,2133967,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53879,48379,2.267%,14.977%,0,0,0,0,200,0
2896,290,B3,7,1183094,A4,118,1844130,1890403,12.0%,2065426,2117251,2070545,2124184,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53639,48139,2.266%,14.977%,0,0,0,0,200,0
2897,290,B3,8,1183094,A4,118,1844130,1890403,11.5%,2056205,2107799,2061002,2114401,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53400,47900,2.265%,14.977%,0,0,0,0,200,0
2898,290,B3,9,1183094,A4,118,1844130,1890403,11.0%,2046984,2098347,2051458,2104619,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,53160,47660,2.265%,14.977%,0,0,0,0,200,0
2899,290,B3,10,1183094,A4,118,1844130,1890403,10.5%,2037764,2088895,2041915,2094836,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52921,47421,2.264%,14.977%,0,0,0,0,200,0
2900,291,B4,1,930283,A4,118,1591319,1637592,15.0%,1830017,1883230,1830017,1883230,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,53213,47713,2.534%,14.977%,300,200,200,100,0,0
2901,291,B4,2,930283,A4,118,1591319,1637592,14.5%,1822060,1875042,1822060,1875042,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,52982,47482,2.532%,14.977%,100,100,200,0,0,0
2902,291,B4,3,930283,A4,118,1591319,1637592,14.0%,1814104,1866854,1814104,1866854,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52751,47251,2.531%,14.977%,0,0,0,0,200,0
2903,291,B4,4,930283,A4,118,1591319,1637592,13.5%,1806147,1858666,1806147,1858666,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52519,47019,2.53%,14.977%,0,0,0,0,200,0
2904,291,B4,5,930283,A4,118,1591319,1637592,13.0%,1798190,1850478,1798190,1850478,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52288,46788,2.528%,14.977%,0,0,0,0,200,0
2905,291,B4,6,930283,A4,118,1591319,1637592,12.5%,1790234,1842290,1790234,1842290,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52057,46557,2.527%,14.977%,0,0,0,0,200,0
2906,291,B4,7,930283,A4,118,1591319,1637592,12.0%,1782277,1834103,1782277,1834103,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51825,46325,2.526%,14.977%,0,0,0,0,200,0
2907,291,B4,8,930283,A4,118,1591319,1637592,11.5%,1774321,1825915,1774321,1825915,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51594,46094,2.524%,14.977%,0,0,0,0,200,0
2908,291,B4,9,930283,A4,118,1591319,1637592,11.0%,1766364,1817727,1766364,1817727,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51362,45862,2.523%,14.977%,0,0,0,0,200,0
2909,291,B4,10,930283,A4,118,1591319,1637592,10.5%,1758407,1809539,1758407,1809539,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51131,45631,2.522%,14.977%,0,0,0,0,200,0
2910,292,B5,1,663515,A4,118,1324551,1370824,15.0%,1523234,1576447,1523234,1576447,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,53213,47713,3.027%,14.977%,300,200,200,100,0,0
2911,292,B5,2,663515,A4,118,1324551,1370824,14.5%,1516611,1569593,1516611,1569593,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,52982,47482,3.025%,14.977%,100,100,200,0,0,0
2912,292,B5,3,663515,A4,118,1324551,1370824,14.0%,1509988,1562739,1509988,1562739,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52751,47251,3.024%,14.977%,0,0,0,0,200,0
2913,292,B5,4,663515,A4,118,1324551,1370824,13.5%,1503365,1555885,1503365,1555885,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52519,47019,3.022%,14.977%,0,0,0,0,200,0
2914,292,B5,5,663515,A4,118,1324551,1370824,13.0%,1496743,1549031,1496743,1549031,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52288,46788,3.02%,14.977%,0,0,0,0,200,0
2915,292,B5,6,663515,A4,118,1324551,1370824,12.5%,1490120,1542176,1490120,1542176,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52057,46557,3.019%,14.977%,0,0,0,0,200,0
2916,292,B5,7,663515,A4,118,1324551,1370824,12.0%,1483497,1535322,1483497,1535322,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51825,46325,3.017%,14.977%,0,0,0,0,200,0
2917,292,B5,8,663515,A4,118,1324551,1370824,11.5%,1476874,1528468,1476874,1528468,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51594,46094,3.016%,14.977%,0,0,0,0,200,0
2918,292,B5,9,663515,A4,118,1324551,1370824,11.0%,1470252,1521614,1470252,1521614,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51362,45862,3.014%,14.977%,0,0,0,0,200,0
2919,292,B5,10,663515,A4,118,1324551,1370824,10.5%,1463629,1514760,1463629,1514760,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51131,45631,3.012%,14.977%,0,0,0,0,200,0
2920,293,B6,1,463951,A4,118,1124987,1171260,15.0%,1293735,1346948,1293735,1346948,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,53213,47713,3.542%,14.977%,300,200,200,100,0,0
2921,293,B6,2,463951,A4,118,1124987,1171260,14.5%,1288110,1341092,1288110,1341092,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,52982,47482,3.541%,14.977%,100,100,200,0,0,0
2922,293,B6,3,463951,A4,118,1124987,1171260,14.0%,1282485,1335236,1282485,1335236,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52751,47251,3.539%,14.977%,0,0,0,0,200,0
2923,293,B6,4,463951,A4,118,1124987,1171260,13.5%,1276860,1329380,1276860,1329380,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52519,47019,3.537%,14.977%,0,0,0,0,200,0
2924,293,B6,5,463951,A4,118,1124987,1171260,13.0%,1271235,1323523,1271235,1323523,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52288,46788,3.535%,14.977%,0,0,0,0,200,0
2925,293,B6,6,463951,A4,118,1124987,1171260,12.5%,1265610,1317667,1265610,1317667,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52057,46557,3.533%,14.977%,0,0,0,0,200,0
2926,293,B6,7,463951,A4,118,1124987,1171260,12.0%,1259985,1311811,1259985,1311811,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51825,46325,3.531%,14.977%,0,0,0,0,200,0
2927,293,B6,8,463951,A4,118,1124987,1171260,11.5%,1254361,1305954,1254361,1305954,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51594,46094,3.53%,14.977%,0,0,0,0,200,0
2928,293,B6,9,463951,A4,118,1124987,1171260,11.0%,1248736,1300098,1248736,1300098,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51362,45862,3.528%,14.977%,0,0,0,0,200,0
2929,293,B6,10,463951,A4,118,1124987,1171260,10.5%,1243111,1294242,1243111,1294242,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51131,45631,3.526%,14.977%,0,0,0,0,200,0
2930,294,B7,1,246097,A4,118,907133,953406,15.0%,1043203,1096416,1043203,1096416,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,53213,47713,4.352%,14.977%,300,200,200,100,0,0
2931,294,B7,2,246097,A4,118,907133,953406,14.5%,1038667,1091649,1038667,1091649,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,52982,47482,4.35%,14.977%,100,100,200,0,0,0
2932,294,B7,3,246097,A4,118,907133,953406,14.0%,1034132,1086882,1034132,1086882,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52751,47251,4.347%,14.977%,0,0,0,0,200,0
2933,294,B7,4,246097,A4,118,907133,953406,13.5%,1029596,1082115,1029596,1082115,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52519,47019,4.345%,14.977%,0,0,0,0,200,0
2934,294,B7,5,246097,A4,118,907133,953406,13.0%,1025060,1077348,1025060,1077348,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52288,46788,4.343%,14.977%,0,0,0,0,200,0
2935,294,B7,6,246097,A4,118,907133,953406,12.5%,1020525,1072581,1020525,1072581,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,52057,46557,4.341%,14.977%,0,0,0,0,200,0
2936,294,B7,7,246097,A4,118,907133,953406,12.0%,1015989,1067814,1015989,1067814,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51825,46325,4.338%,14.977%,0,0,0,0,200,0
2937,294,B7,8,246097,A4,118,907133,953406,11.5%,1011453,1063047,1011453,1063047,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51594,46094,4.336%,14.977%,0,0,0,0,200,0
2938,294,B7,9,246097,A4,118,907133,953406,11.0%,1006918,1058280,1006918,1058280,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51362,45862,4.334%,14.977%,0,0,0,0,200,0
2939,294,B7,10,246097,A4,118,907133,953406,10.5%,1002382,1053513,1002382,1053513,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,51131,45631,4.331%,14.977%,0,0,0,0,200,0
2940,295,B1,1,2769804,A5,147,3593298,3650943,15.0%,4132293,4198584,4209753,4278364,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,68611,63111,1.475%,20.479%,300,200,200,100,0,0
2941,295,B1,2,2769804,A5,147,3593298,3650943,14.5%,4114326,4180329,4191157,4259470,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,68313,62813,1.475%,20.479%,100,100,200,0,0,0
2942,295,B1,3,2769804,A5,147,3593298,3650943,14.0%,4096360,4162075,4172562,4240577,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,68015,62515,1.474%,20.479%,0,0,0,0,200,0
2943,295,B1,4,2769804,A5,147,3593298,3650943,13.5%,4078393,4143820,4153967,4221683,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67717,62217,1.474%,20.479%,0,0,0,0,200,0
2944,295,B1,5,2769804,A5,147,3593298,3650943,13.0%,4060427,4125565,4135371,4202789,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67418,61918,1.473%,20.479%,0,0,0,0,200,0
2945,295,B1,6,2769804,A5,147,3593298,3650943,12.5%,4042460,4107310,4116776,4183896,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67120,61620,1.473%,20.479%,0,0,0,0,200,0
2946,295,B1,7,2769804,A5,147,3593298,3650943,12.0%,4024494,4089056,4098181,4165002,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66822,61322,1.472%,20.479%,0,0,0,0,200,0
2947,295,B1,8,2769804,A5,147,3593298,3650943,11.5%,4006527,4070801,4079585,4146109,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66523,61023,1.472%,20.479%,0,0,0,0,200,0
2948,295,B1,9,2769804,A5,147,3593298,3650943,11.0%,3988561,4052546,4060990,4127215,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66225,60725,1.471%,20.479%,0,0,0,0,200,0
2949,295,B1,10,2769804,A5,147,3593298,3650943,10.5%,3970594,4034292,4042395,4108321,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,65927,60427,1.471%,20.479%,0,0,0,0,200,0
2950,296,B2,1,1663770,A5,147,2487264,2544909,15.0%,2860354,2926645,2893296,2961907,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,68611,63111,2.131%,14.977%,300,200,200,100,0,0
2951,296,B2,2,1663770,A5,147,2487264,2544909,14.5%,2847917,2913920,2880424,2948737,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,68313,62813,2.13%,14.977%,100,100,200,0,0,0
2952,296,B2,3,1663770,A5,147,2487264,2544909,14.0%,2835481,2901196,2867552,2935567,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,68015,62515,2.13%,14.977%,0,0,0,0,200,0
2953,296,B2,4,1663770,A5,147,2487264,2544909,13.5%,2823045,2888471,2854681,2922397,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67717,62217,2.129%,14.977%,0,0,0,0,200,0
2954,296,B2,5,1663770,A5,147,2487264,2544909,13.0%,2810608,2875747,2841809,2909227,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67418,61918,2.128%,14.977%,0,0,0,0,200,0
2955,296,B2,6,1663770,A5,147,2487264,2544909,12.5%,2798172,2863022,2828938,2896058,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67120,61620,2.128%,14.977%,0,0,0,0,200,0
2956,296,B2,7,1663770,A5,147,2487264,2544909,12.0%,2785736,2850298,2816066,2882888,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66822,61322,2.127%,14.977%,0,0,0,0,200,0
2957,296,B2,8,1663770,A5,147,2487264,2544909,11.5%,2773299,2837573,2803194,2869718,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66523,61023,2.126%,14.977%,0,0,0,0,200,0
2958,296,B2,9,1663770,A5,147,2487264,2544909,11.0%,2760863,2824849,2790323,2856548,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66225,60725,2.126%,14.977%,0,0,0,0,200,0
2959,296,B2,10,1663770,A5,147,2487264,2544909,10.5%,2748427,2812124,2777451,2843378,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,65927,60427,2.125%,14.977%,0,0,0,0,200,0
2960,297,B3,1,1183094,A5,147,2006588,2064233,15.0%,2307576,2373867,2321171,2389782,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,68611,63111,2.641%,14.977%,300,200,200,100,0,0
2961,297,B3,2,1183094,A5,147,2006588,2064233,14.5%,2297543,2363546,2310787,2379100,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,68313,62813,2.64%,14.977%,100,100,200,0,0,0
2962,297,B3,3,1183094,A5,147,2006588,2064233,14.0%,2287510,2353225,2300403,2368418,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,68015,62515,2.64%,14.977%,0,0,0,0,200,0
2963,297,B3,4,1183094,A5,147,2006588,2064233,13.5%,2277477,2342904,2290019,2357735,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67717,62217,2.639%,14.977%,0,0,0,0,200,0
2964,297,B3,5,1183094,A5,147,2006588,2064233,13.0%,2267444,2332583,2279635,2347053,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67418,61918,2.638%,14.977%,0,0,0,0,200,0
2965,297,B3,6,1183094,A5,147,2006588,2064233,12.5%,2257412,2322262,2269250,2336370,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67120,61620,2.637%,14.977%,0,0,0,0,200,0
2966,297,B3,7,1183094,A5,147,2006588,2064233,12.0%,2247379,2311940,2258866,2325688,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66822,61322,2.637%,14.977%,0,0,0,0,200,0
2967,297,B3,8,1183094,A5,147,2006588,2064233,11.5%,2237346,2301619,2248482,2315006,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66523,61023,2.636%,14.977%,0,0,0,0,200,0
2968,297,B3,9,1183094,A5,147,2006588,2064233,11.0%,2227313,2291298,2238098,2304323,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66225,60725,2.635%,14.977%,0,0,0,0,200,0
2969,297,B3,10,1183094,A5,147,2006588,2064233,10.5%,2217280,2280977,2227714,2293641,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,65927,60427,2.635%,14.977%,0,0,0,0,200,0
2970,298,B4,1,930283,A5,147,1753777,1811422,15.0%,2016844,2083135,2020263,2088874,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,68611,63111,3.021%,14.977%,300,200,200,100,0,0
2971,298,B4,2,930283,A5,147,1753777,1811422,14.5%,2008075,2074078,2011187,2079500,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,68313,62813,3.021%,14.977%,100,100,200,0,0,0
2972,298,B4,3,930283,A5,147,1753777,1811422,14.0%,1999306,2065021,2002111,2070126,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,68015,62515,3.02%,14.977%,0,0,0,0,200,0
2973,298,B4,4,930283,A5,147,1753777,1811422,13.5%,1990537,2055963,1993035,2060752,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67717,62217,3.019%,14.977%,0,0,0,0,200,0
2974,298,B4,5,930283,A5,147,1753777,1811422,13.0%,1981768,2046906,1983959,2051378,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67418,61918,3.018%,14.977%,0,0,0,0,200,0
2975,298,B4,6,930283,A5,147,1753777,1811422,12.5%,1972999,2037849,1974884,2042004,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,67120,61620,3.018%,14.977%,0,0,0,0,200,0
2976,298,B4,7,930283,A5,147,1753777,1811422,12.0%,1964230,2028792,1965808,2032629,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66822,61322,3.017%,14.977%,0,0,0,0,200,0
2977,298,B4,8,930283,A5,147,1753777,1811422,11.5%,1955461,2019735,1956732,2023255,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66523,61023,3.016%,14.977%,0,0,0,0,200,0
2978,298,B4,9,930283,A5,147,1753777,1811422,11.0%,1946692,2010678,1947656,2013881,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,66225,60725,3.015%,14.977%,0,0,0,0,200,0
2979,298,B4,10,930283,A5,147,1753777,1811422,10.5%,1937924,2001621,1938580,2004507,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,65927,60427,3.015%,14.977%,0,0,0,0,200,0
2980,299,B5,1,663515,A5,147,1487009,1544654,15.0%,1710060,1776352,1710060,1776352,Education,11000000,4000000,4,5e-05,14.977%,55.023%,300,200,200,100,0,5500,0.1,66291,60791,3.422%,14.977%,300,200,200,100,0,0
2981,299,B5,2,663515,A5,147,1487009,1544654,14.5%,1702625,1768628,1702625,1768628,Education,11000000,4000000,4,5e-05,14.977%,55.023%,100,100,200,0,0,5500,0.1,66003,60503,3.421%,14.977%,100,100,200,0,0,0
2982,299,B5,3,663515,A5,147,1487009,1544654,14.0%,1695190,1760905,1695190,1760905,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,65715,60215,3.42%,14.977%,0,0,0,0,200,0
2983,299,B5,4,663515,A5,147,1487009,1544654,13.5%,1687755,1753182,1687755,1753182,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,65427,59927,3.418%,14.977%,0,0,0,0,200,0
2984,299,B5,5,663515,A5,147,1487009,1544654,13.0%,1680320,1745459,1680320,1745459,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,65138,59638,3.417%,14.977%,0,0,0,0,200,0
2985,299,B5,6,663515,A5,147,1487009,1544654,12.5%,1672885,1737735,1672885,1737735,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,64850,59350,3.415%,14.977%,0,0,0,0,200,0
2986,299,B5,7,663515,A5,147,1487009,1544654,12.0%,1665450,1730012,1665450,1730012,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,64562,59062,3.414%,14.977%,0,0,0,0,200,0
2987,299,B5,8,663515,A5,147,1487009,1544654,11.5%,1658015,1722289,1658015,1722289,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,64274,58774,3.413%,14.977%,0,0,0,0,200,0
2988,299,B5,9,663515,A5,147,1487009,1544654,11.0%,1650580,1714565,1650580,1714565,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,63985,58485,3.411%,14.977%,0,0,0,0,200,0
2989,299,B5,10,663515,A5,147,1487009,1544654,10.5%,1643145,1706842,1643145,1706842,Education,11000000,4000000,4,5e-05,14.977%,55.023%,0,0,0,0,200,5500,0.1,63697,58197,3.41%,14.977%,0,0,0,0,200,0
