,Iteration,B Type,Constructor,Land Cost,A type,A Size- Sq.Meters,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-Education,U3-Education,M2-Education,Quota_M2-Education,Merge_M2-Education,Residual_M2-Education,M1-Education,S,SI,Price Difference,Price Difference- After Subsidy,Percent,U2- Subsidy,M2- Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,Constructor Profit
1448,145,B5,9,663515,A3,88,1156491,1190999,11.0%,1283705,1322009,1283705,1322009,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38304,13304,1.006%,9.25%,0,0,0,0,200,0
1449,145,B5,10,663515,A3,88,1156491,1190999,10.5%,1277923,1316054,1277923,1316054,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38132,13132,0.998%,9.25%,0,0,0,0,200,0
1450,146,B6,1,463951,A3,88,956927,991435,15.0%,1100466,1140151,1100466,1140151,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,39685,14685,1.288%,9.25%,50,50,0,0,200,0
1451,146,B6,2,463951,A3,88,956927,991435,14.5%,1095681,1135193,1095681,1135193,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,39512,14512,1.278%,9.25%,0,0,0,0,200,0
1452,146,B6,3,463951,A3,88,956927,991435,14.0%,1090897,1130236,1090897,1130236,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,39339,14339,1.269%,9.25%,0,0,0,0,200,0
1453,146,B6,4,463951,A3,88,956927,991435,13.5%,1086112,1125279,1086112,1125279,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,39167,14167,1.259%,9.25%,0,0,0,0,200,0
1454,146,B6,5,463951,A3,88,956927,991435,13.0%,1081328,1120322,1081328,1120322,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38994,13994,1.249%,9.25%,0,0,0,0,200,0
1455,146,B6,6,463951,A3,88,956927,991435,12.5%,1076543,1115365,1076543,1115365,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38822,13822,1.239%,9.25%,0,0,0,0,200,0
1456,146,B6,7,463951,A3,88,956927,991435,12.0%,1071758,1110408,1071758,1110408,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38649,13649,1.229%,9.25%,0,0,0,0,200,0
1457,146,B6,8,463951,A3,88,956927,991435,11.5%,1066974,1105450,1066974,1105450,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38477,13477,1.219%,9.25%,0,0,0,0,200,0
1458,146,B6,9,463951,A3,88,956927,991435,11.0%,1062189,1100493,1062189,1100493,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38304,13304,1.209%,9.25%,0,0,0,0,200,0
1459,146,B6,10,463951,A3,88,956927,991435,10.5%,1057404,1095536,1057404,1095536,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38132,13132,1.199%,9.25%,0,0,0,0,200,0
1460,147,B7,1,246097,A3,88,739073,773581,15.0%,849934,889619,849934,889619,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,39685,14685,1.651%,2.5%,50,50,0,0,200,0
1461,147,B7,2,246097,A3,88,739073,773581,14.5%,846239,885751,846239,885751,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,39512,14512,1.638%,2.5%,0,0,0,0,200,0
1462,147,B7,3,246097,A3,88,739073,773581,14.0%,842543,881883,842543,881883,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,39339,14339,1.626%,2.5%,0,0,0,0,200,0
1463,147,B7,4,246097,A3,88,739073,773581,13.5%,838848,878015,838848,878015,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,39167,14167,1.614%,2.5%,0,0,0,0,200,0
1464,147,B7,5,246097,A3,88,739073,773581,13.0%,835152,874147,835152,874147,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38994,13994,1.601%,2.5%,0,0,0,0,200,0
1465,147,B7,6,246097,A3,88,739073,773581,12.5%,831457,870279,831457,870279,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38822,13822,1.588%,2.5%,0,0,0,0,200,0
1466,147,B7,7,246097,A3,88,739073,773581,12.0%,827762,866411,827762,866411,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38649,13649,1.575%,2.5%,0,0,0,0,200,0
1467,147,B7,8,246097,A3,88,739073,773581,11.5%,824066,862543,824066,862543,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38477,13477,1.562%,2.5%,0,0,0,0,200,0
1468,147,B7,9,246097,A3,88,739073,773581,11.0%,820371,858675,820371,858675,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38304,13304,1.549%,2.5%,0,0,0,0,200,0
1469,147,B7,10,246097,A3,88,739073,773581,10.5%,816676,854807,816676,854807,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,38132,13132,1.536%,2.5%,0,0,0,0,200,0
1470,148,B1,1,2769804,A4,118,3430840,3477113,15.0%,3945466,3998679,4016387,4071463,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,55076,30076,0.739%,9.25%,50,50,0,0,200,0
1471,148,B1,2,2769804,A4,118,3430840,3477113,14.5%,3928312,3981294,3998632,4053469,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54836,29836,0.736%,9.25%,0,0,0,0,200,0
1472,148,B1,3,2769804,A4,118,3430840,3477113,14.0%,3911158,3963908,3980878,4035475,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54597,29597,0.733%,9.25%,0,0,0,0,200,0
1473,148,B1,4,2769804,A4,118,3430840,3477113,13.5%,3894003,3946523,3963123,4017481,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54357,29357,0.731%,9.25%,0,0,0,0,200,0
1474,148,B1,5,2769804,A4,118,3430840,3477113,13.0%,3876849,3929137,3945368,3999487,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54118,29118,0.728%,9.25%,0,0,0,0,200,0
1475,148,B1,6,2769804,A4,118,3430840,3477113,12.5%,3859695,3911752,3927614,3981492,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53879,28879,0.725%,9.25%,0,0,0,0,200,0
1476,148,B1,7,2769804,A4,118,3430840,3477113,12.0%,3842541,3894366,3909859,3963498,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53639,28639,0.723%,9.25%,0,0,0,0,200,0
1477,148,B1,8,2769804,A4,118,3430840,3477113,11.5%,3825387,3876980,3892105,3945504,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53400,28400,0.72%,9.25%,0,0,0,0,200,0
1478,148,B1,9,2769804,A4,118,3430840,3477113,11.0%,3808232,3859595,3874350,3927510,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53160,28160,0.717%,9.25%,0,0,0,0,200,0
1479,148,B1,10,2769804,A4,118,3430840,3477113,10.5%,3791078,3842209,3856596,3909516,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52921,27921,0.714%,9.25%,0,0,0,0,200,0
1480,149,B2,1,1663770,A4,118,2324806,2371079,15.0%,2673527,2726740,2699930,2755006,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,55076,30076,1.092%,9.25%,50,50,0,0,200,0
1481,149,B2,2,1663770,A4,118,2324806,2371079,14.5%,2661903,2714885,2687899,2742735,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54836,29836,1.088%,9.25%,0,0,0,0,200,0
1482,149,B2,3,1663770,A4,118,2324806,2371079,14.0%,2650279,2703030,2675868,2730465,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54597,29597,1.084%,9.25%,0,0,0,0,200,0
1483,149,B2,4,1663770,A4,118,2324806,2371079,13.5%,2638655,2691174,2663837,2718195,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54357,29357,1.08%,9.25%,0,0,0,0,200,0
1484,149,B2,5,1663770,A4,118,2324806,2371079,13.0%,2627031,2679319,2651806,2705924,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54118,29118,1.076%,9.25%,0,0,0,0,200,0
1485,149,B2,6,1663770,A4,118,2324806,2371079,12.5%,2615407,2667463,2639776,2693654,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53879,28879,1.072%,9.25%,0,0,0,0,200,0
1486,149,B2,7,1663770,A4,118,2324806,2371079,12.0%,2603783,2655608,2627745,2681384,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53639,28639,1.068%,9.25%,0,0,0,0,200,0
1487,149,B2,8,1663770,A4,118,2324806,2371079,11.5%,2592159,2643753,2615714,2669113,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53400,28400,1.064%,9.25%,0,0,0,0,200,0
1488,149,B2,9,1663770,A4,118,2324806,2371079,11.0%,2580535,2631897,2603683,2656843,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53160,28160,1.06%,9.25%,0,0,0,0,200,0
1489,149,B2,10,1663770,A4,118,2324806,2371079,10.5%,2568911,2620042,2591652,2644573,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52921,27921,1.056%,9.25%,0,0,0,0,200,0
1490,150,B3,1,1183094,A4,118,1844130,1890403,15.0%,2120750,2173963,2127805,2182881,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,55076,30076,1.378%,9.25%,50,50,0,0,200,0
1491,150,B3,2,1183094,A4,118,1844130,1890403,14.5%,2111529,2164511,2118262,2173098,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54836,29836,1.373%,9.25%,0,0,0,0,200,0
1492,150,B3,3,1183094,A4,118,1844130,1890403,14.0%,2102308,2155059,2108719,2163316,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54597,29597,1.368%,9.25%,0,0,0,0,200,0
1493,150,B3,4,1183094,A4,118,1844130,1890403,13.5%,2093088,2145607,2099175,2153533,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54357,29357,1.363%,9.25%,0,0,0,0,200,0
1494,150,B3,5,1183094,A4,118,1844130,1890403,13.0%,2083867,2136155,2089632,2143750,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,54118,29118,1.358%,9.25%,0,0,0,0,200,0
1495,150,B3,6,1183094,A4,118,1844130,1890403,12.5%,2074646,2126703,2080088,2133967,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53879,28879,1.353%,9.25%,0,0,0,0,200,0
1496,150,B3,7,1183094,A4,118,1844130,1890403,12.0%,2065426,2117251,2070545,2124184,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53639,28639,1.348%,9.25%,0,0,0,0,200,0
1497,150,B3,8,1183094,A4,118,1844130,1890403,11.5%,2056205,2107799,2061002,2114401,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53400,28400,1.343%,9.25%,0,0,0,0,200,0
1498,150,B3,9,1183094,A4,118,1844130,1890403,11.0%,2046984,2098347,2051458,2104619,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,53160,28160,1.338%,9.25%,0,0,0,0,200,0
1499,150,B3,10,1183094,A4,118,1844130,1890403,10.5%,2037764,2088895,2041915,2094836,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52921,27921,1.333%,9.25%,0,0,0,0,200,0
1500,151,B4,1,930283,A4,118,1591319,1637592,15.0%,1830017,1883230,1830017,1883230,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,53213,28213,1.498%,9.25%,50,50,0,0,200,0
1501,151,B4,2,930283,A4,118,1591319,1637592,14.5%,1822060,1875042,1822060,1875042,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52982,27982,1.492%,9.25%,0,0,0,0,200,0
1502,151,B4,3,930283,A4,118,1591319,1637592,14.0%,1814104,1866854,1814104,1866854,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52751,27751,1.486%,9.25%,0,0,0,0,200,0
1503,151,B4,4,930283,A4,118,1591319,1637592,13.5%,1806147,1858666,1806147,1858666,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52519,27519,1.481%,9.25%,0,0,0,0,200,0
1504,151,B4,5,930283,A4,118,1591319,1637592,13.0%,1798190,1850478,1798190,1850478,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52288,27288,1.475%,9.25%,0,0,0,0,200,0
1505,151,B4,6,930283,A4,118,1591319,1637592,12.5%,1790234,1842290,1790234,1842290,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52057,27057,1.469%,9.25%,0,0,0,0,200,0
1506,151,B4,7,930283,A4,118,1591319,1637592,12.0%,1782277,1834103,1782277,1834103,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51825,26825,1.463%,9.25%,0,0,0,0,200,0
1507,151,B4,8,930283,A4,118,1591319,1637592,11.5%,1774321,1825915,1774321,1825915,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51594,26594,1.456%,9.25%,0,0,0,0,200,0
1508,151,B4,9,930283,A4,118,1591319,1637592,11.0%,1766364,1817727,1766364,1817727,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51362,26362,1.45%,9.25%,0,0,0,0,200,0
1509,151,B4,10,930283,A4,118,1591319,1637592,10.5%,1758407,1809539,1758407,1809539,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51131,26131,1.444%,9.25%,0,0,0,0,200,0
1510,152,B5,1,663515,A4,118,1324551,1370824,15.0%,1523234,1576447,1523234,1576447,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,53213,28213,1.79%,2.5%,50,50,0,0,200,0
1511,152,B5,2,663515,A4,118,1324551,1370824,14.5%,1516611,1569593,1516611,1569593,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52982,27982,1.783%,2.5%,0,0,0,0,200,0
1512,152,B5,3,663515,A4,118,1324551,1370824,14.0%,1509988,1562739,1509988,1562739,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52751,27751,1.776%,2.5%,0,0,0,0,200,0
1513,152,B5,4,663515,A4,118,1324551,1370824,13.5%,1503365,1555885,1503365,1555885,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52519,27519,1.769%,2.5%,0,0,0,0,200,0
1514,152,B5,5,663515,A4,118,1324551,1370824,13.0%,1496743,1549031,1496743,1549031,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52288,27288,1.762%,2.5%,0,0,0,0,200,0
1515,152,B5,6,663515,A4,118,1324551,1370824,12.5%,1490120,1542176,1490120,1542176,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52057,27057,1.754%,2.5%,0,0,0,0,200,0
1516,152,B5,7,663515,A4,118,1324551,1370824,12.0%,1483497,1535322,1483497,1535322,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51825,26825,1.747%,2.5%,0,0,0,0,200,0
1517,152,B5,8,663515,A4,118,1324551,1370824,11.5%,1476874,1528468,1476874,1528468,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51594,26594,1.74%,2.5%,0,0,0,0,200,0
1518,152,B5,9,663515,A4,118,1324551,1370824,11.0%,1470252,1521614,1470252,1521614,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51362,26362,1.733%,2.5%,0,0,0,0,200,0
1519,152,B5,10,663515,A4,118,1324551,1370824,10.5%,1463629,1514760,1463629,1514760,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51131,26131,1.725%,2.5%,0,0,0,0,200,0
1520,153,B6,1,463951,A4,118,1124987,1171260,15.0%,1293735,1346948,1293735,1346948,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,53213,28213,2.095%,2.5%,50,50,0,0,200,0
1521,153,B6,2,463951,A4,118,1124987,1171260,14.5%,1288110,1341092,1288110,1341092,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52982,27982,2.087%,2.5%,0,0,0,0,200,0
1522,153,B6,3,463951,A4,118,1124987,1171260,14.0%,1282485,1335236,1282485,1335236,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52751,27751,2.078%,2.5%,0,0,0,0,200,0
1523,153,B6,4,463951,A4,118,1124987,1171260,13.5%,1276860,1329380,1276860,1329380,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52519,27519,2.07%,2.5%,0,0,0,0,200,0
1524,153,B6,5,463951,A4,118,1124987,1171260,13.0%,1271235,1323523,1271235,1323523,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52288,27288,2.062%,2.5%,0,0,0,0,200,0
1525,153,B6,6,463951,A4,118,1124987,1171260,12.5%,1265610,1317667,1265610,1317667,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52057,27057,2.053%,2.5%,0,0,0,0,200,0
1526,153,B6,7,463951,A4,118,1124987,1171260,12.0%,1259985,1311811,1259985,1311811,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51825,26825,2.045%,2.5%,0,0,0,0,200,0
1527,153,B6,8,463951,A4,118,1124987,1171260,11.5%,1254361,1305954,1254361,1305954,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51594,26594,2.036%,2.5%,0,0,0,0,200,0
1528,153,B6,9,463951,A4,118,1124987,1171260,11.0%,1248736,1300098,1248736,1300098,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51362,26362,2.028%,2.5%,0,0,0,0,200,0
1529,153,B6,10,463951,A4,118,1124987,1171260,10.5%,1243111,1294242,1243111,1294242,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51131,26131,2.019%,2.5%,0,0,0,0,200,0
1530,154,B7,1,246097,A4,118,907133,953406,15.0%,1043203,1096416,1043203,1096416,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,53213,28213,2.573%,2.5%,50,50,0,0,200,0
1531,154,B7,2,246097,A4,118,907133,953406,14.5%,1038667,1091649,1038667,1091649,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52982,27982,2.563%,2.5%,0,0,0,0,200,0
1532,154,B7,3,246097,A4,118,907133,953406,14.0%,1034132,1086882,1034132,1086882,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52751,27751,2.553%,2.5%,0,0,0,0,200,0
1533,154,B7,4,246097,A4,118,907133,953406,13.5%,1029596,1082115,1029596,1082115,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52519,27519,2.543%,2.5%,0,0,0,0,200,0
1534,154,B7,5,246097,A4,118,907133,953406,13.0%,1025060,1077348,1025060,1077348,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52288,27288,2.533%,2.5%,0,0,0,0,200,0
1535,154,B7,6,246097,A4,118,907133,953406,12.5%,1020525,1072581,1020525,1072581,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,52057,27057,2.523%,2.5%,0,0,0,0,200,0
1536,154,B7,7,246097,A4,118,907133,953406,12.0%,1015989,1067814,1015989,1067814,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51825,26825,2.512%,2.5%,0,0,0,0,200,0
1537,154,B7,8,246097,A4,118,907133,953406,11.5%,1011453,1063047,1011453,1063047,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51594,26594,2.502%,2.5%,0,0,0,0,200,0
1538,154,B7,9,246097,A4,118,907133,953406,11.0%,1006918,1058280,1006918,1058280,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51362,26362,2.491%,2.5%,0,0,0,0,200,0
1539,154,B7,10,246097,A4,118,907133,953406,10.5%,1002382,1053513,1002382,1053513,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,51131,26131,2.48%,2.5%,0,0,0,0,200,0
1540,155,B1,1,2769804,A5,147,3593298,3650943,15.0%,4132293,4198584,4209753,4278364,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,68611,43611,1.019%,9.25%,50,50,0,0,200,0
1541,155,B1,2,2769804,A5,147,3593298,3650943,14.5%,4114326,4180329,4191157,4259470,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,68313,43313,1.017%,9.25%,0,0,0,0,200,0
1542,155,B1,3,2769804,A5,147,3593298,3650943,14.0%,4096360,4162075,4172562,4240577,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,68015,43015,1.014%,9.25%,0,0,0,0,200,0
1543,155,B1,4,2769804,A5,147,3593298,3650943,13.5%,4078393,4143820,4153967,4221683,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,67717,42717,1.012%,9.25%,0,0,0,0,200,0
1544,155,B1,5,2769804,A5,147,3593298,3650943,13.0%,4060427,4125565,4135371,4202789,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,67418,42418,1.009%,9.25%,0,0,0,0,200,0
1545,155,B1,6,2769804,A5,147,3593298,3650943,12.5%,4042460,4107310,4116776,4183896,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,67120,42120,1.007%,9.25%,0,0,0,0,200,0
1546,155,B1,7,2769804,A5,147,3593298,3650943,12.0%,4024494,4089056,4098181,4165002,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,66822,41822,1.004%,9.25%,0,0,0,0,200,0
1547,155,B1,8,2769804,A5,147,3593298,3650943,11.5%,4006527,4070801,4079585,4146109,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,66523,41523,1.002%,9.25%,0,0,0,0,200,0
1548,155,B1,9,2769804,A5,147,3593298,3650943,11.0%,3988561,4052546,4060990,4127215,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,66225,41225,0.999%,9.25%,0,0,0,0,200,0
1549,155,B1,10,2769804,A5,147,3593298,3650943,10.5%,3970594,4034292,4042395,4108321,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,65927,40927,0.996%,9.25%,0,0,0,0,200,0
1550,156,B2,1,1663770,A5,147,2487264,2544909,15.0%,2860354,2926645,2893296,2961907,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,68611,43611,1.472%,9.25%,50,50,0,0,200,0
1551,156,B2,2,1663770,A5,147,2487264,2544909,14.5%,2847917,2913920,2880424,2948737,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,68313,43313,1.469%,9.25%,0,0,0,0,200,0
1552,156,B2,3,1663770,A5,147,2487264,2544909,14.0%,2835481,2901196,2867552,2935567,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,68015,43015,1.465%,9.25%,0,0,0,0,200,0
1553,156,B2,4,1663770,A5,147,2487264,2544909,13.5%,2823045,2888471,2854681,2922397,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,67717,42717,1.462%,9.25%,0,0,0,0,200,0
1554,156,B2,5,1663770,A5,147,2487264,2544909,13.0%,2810608,2875747,2841809,2909227,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,67418,42418,1.458%,9.25%,0,0,0,0,200,0
1555,156,B2,6,1663770,A5,147,2487264,2544909,12.5%,2798172,2863022,2828938,2896058,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,67120,42120,1.454%,9.25%,0,0,0,0,200,0
1556,156,B2,7,1663770,A5,147,2487264,2544909,12.0%,2785736,2850298,2816066,2882888,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,66822,41822,1.451%,9.25%,0,0,0,0,200,0
1557,156,B2,8,1663770,A5,147,2487264,2544909,11.5%,2773299,2837573,2803194,2869718,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,66523,41523,1.447%,9.25%,0,0,0,0,200,0
1558,156,B2,9,1663770,A5,147,2487264,2544909,11.0%,2760863,2824849,2790323,2856548,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,66225,41225,1.443%,9.25%,0,0,0,0,200,0
1559,156,B2,10,1663770,A5,147,2487264,2544909,10.5%,2748427,2812124,2777451,2843378,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,65927,40927,1.439%,9.25%,0,0,0,0,200,0
1560,157,B3,1,1183094,A5,147,2006588,2064233,15.0%,2307576,2373867,2321171,2389782,Subsidy,50000000,0,0,0.0,2.5%,67.5%,50,50,0,0,200,25000,0.1,68611,43611,1.825%,2.5%,50,50,0,0,200,0
1561,157,B3,2,1183094,A5,147,2006588,2064233,14.5%,2297543,2363546,2310787,2379100,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,68313,43313,1.821%,2.5%,0,0,0,0,200,0
1562,157,B3,3,1183094,A5,147,2006588,2064233,14.0%,2287510,2353225,2300403,2368418,Subsidy,50000000,0,0,0.0,2.5%,67.5%,0,0,0,0,200,25000,0.1,68015,43015,1.816%,2.5%,0,0,0,0,200,0
