,Iteration,B Type,Constructor,Education Budget,Subdsidy Budget,Subsidy Level,Education Spare Budget,Subsidy Spare Budget,Land Cost,CC1,CC2,Net OP 1,A3 P1,A3 P2,A3 Subsidy Level,A4 P1,A4 P2,A4 Subsidy Level,A5 P1,A5 P2,A5 Subsidy Level,A6 P1,A6 P2,A6 Subsidy Level,Education Cost,Education affect,EI,U2-After-Education,U3-After-Education,Subsidy Level Cap,Subsidy Left,A3 Constructor Amount,Green A3 Demand,Green A3 Total Built,Green A3 Percentage Built,Green A3 Amount left,A4 Constructor Amount,Green A4 Demand,Green A4 Total Built,Green A4 Percentage Built,Green A4 Amount left,A5 Constructor Amount,Green A5 Demand,Green A5 Total Built,Green A5 Percentage Built,Green A5 Amount left,A6 Constructor Amount,Green A6 Demand,Green A6 Total Built,Green A6 Percentage Built,Green A6 Amount left,H1,H2,Total Green Apartments,Constructor Profit
179,9,B2,10,3750000.0,11250000.0,100000,2750000.0,5750000.0,1663770,471179420,480869199,12.75%,2449671,2620364,100000,2645791,2835527,100000,2835373,3043518,100000,3024956,3251509,100000,1000000,0.00333,,2.833%,67.167%,100000,5750000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,60075390.0,60075390.0,55,60075390.0
180,9,B2,1,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,15.0%,2499897,2675466,150000,2699930,2894923,150000,2893296,3107064,150000,3086661,3319206,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,70676940.0,78558298.0,55,78558298.0
181,9,B2,2,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,14.75%,2494316,2669344,150000,2693914,2888323,150000,2886860,3100003,150000,3079805,3311684,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,69498950.0,69498950.0,55,69498950.0
182,9,B2,3,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,14.5%,2488735,2663221,150000,2687899,2881724,150000,2880424,3092943,150000,3072949,3304162,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,68321010.0,68321010.0,55,68321010.0
183,9,B2,4,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,14.25%,2483155,2657099,150000,2681884,2875124,150000,2873988,3085882,150000,3066093,3296640,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,67143050.0,67143050.0,55,67143050.0
184,9,B2,5,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,14.0%,2477574,2650976,150000,2675868,2868525,150000,2867552,3078821,150000,3059237,3289118,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,65965110.0,65965110.0,55,65965110.0
185,9,B2,6,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,13.75%,2471994,2644854,150000,2669853,2861925,150000,2861117,3071761,150000,3052380,3281596,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,64787220.0,64787220.0,55,64787220.0
186,9,B2,7,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,13.5%,2466413,2638731,150000,2663837,2855325,150000,2854681,3064700,150000,3045524,3274074,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,63609260.0,63609260.0,55,63609260.0
187,9,B2,8,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,13.25%,2460832,2632609,150000,2657822,2848726,150000,2848245,3057639,150000,3038668,3266552,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,62431270.0,62431270.0,55,62431270.0
188,9,B2,9,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,13.0%,2455252,2626486,150000,2651806,2842126,150000,2841809,3050578,150000,3031812,3259030,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,61253330.0,61253330.0,55,61253330.0
189,9,B2,10,3750000.0,11250000.0,150000,2750000.0,3000000.0,1663770,471179420,480869199,12.75%,2449671,2620364,150000,2645791,2835527,150000,2835373,3043518,150000,3024956,3251509,150000,1000000,0.00333,,2.833%,67.167%,150000,3000000.0,50.0,14,14,2.8%,0,80.0,22,22,2.75%,0,50.0,14,14,2.8%,0,20.0,5,5,2.5%,0,60075390.0,60075390.0,55,60075390.0
190,10,B3,1,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,15.0%,1941916,2063305,50000,2141949,2282762,50000,2335315,2494903,50000,2528680,2707045,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,56613140.0,61436035.0,53,61436035.0
191,10,B3,2,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,14.75%,1937548,2058514,50000,2137147,2277493,50000,2330092,2489173,50000,2523037,2700854,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,55669550.0,55669550.0,53,55669550.0
192,10,B3,3,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,14.5%,1933180,2053722,50000,2132344,2272224,50000,2324869,2483443,50000,2517394,2694663,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,54726010.0,54726010.0,53,54726010.0
193,10,B3,4,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,14.25%,1928813,2048930,50000,2127542,2266956,50000,2319646,2477714,50000,2511751,2688471,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,53782450.0,53782450.0,53,53782450.0
194,10,B3,5,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,14.0%,1924445,2044139,50000,2122739,2261687,50000,2314424,2471984,50000,2506108,2682280,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,52838910.0,52838910.0,53,52838910.0
195,10,B3,6,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,13.75%,1920078,2039347,50000,2117937,2256418,50000,2309201,2466254,50000,2500465,2676089,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,51895420.0,51895420.0,53,51895420.0
196,10,B3,7,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,13.5%,1915827,2034683,50000,2113134,2251149,50000,2303978,2460524,50000,2494821,2669898,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,50951860.0,50951860.0,53,50951860.0
197,10,B3,8,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,13.25%,1911607,2030053,50000,2108332,2245881,50000,2298755,2454794,50000,2489178,2663707,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,50008270.0,50008270.0,53,50008270.0
198,10,B3,9,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,13.0%,1907387,2025424,50000,2103530,2240612,50000,2293532,2449064,50000,2483535,2657516,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,49064730.0,49064730.0,53,49064730.0
199,10,B3,10,3750000.0,11250000.0,50000,2750000.0,8600000.0,1194977,377420820,387110599,12.75%,1903167,2020794,50000,2098727,2235343,50000,2288310,2443334,50000,2477892,2651325,50000,1000000,0.0029600000000000004,,2.796%,67.204%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,48121170.0,48121170.0,53,48121170.0
200,10,B3,1,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,15.0%,1941916,2063305,100000,2141949,2282762,100000,2335315,2494903,100000,2528680,2707045,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,56613140.0,61436035.0,53,61436035.0
201,10,B3,2,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,14.75%,1937548,2058514,100000,2137147,2277493,100000,2330092,2489173,100000,2523037,2700854,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,55669550.0,55669550.0,53,55669550.0
202,10,B3,3,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,14.5%,1933180,2053722,100000,2132344,2272224,100000,2324869,2483443,100000,2517394,2694663,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,54726010.0,54726010.0,53,54726010.0
203,10,B3,4,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,14.25%,1928813,2048930,100000,2127542,2266956,100000,2319646,2477714,100000,2511751,2688471,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,53782450.0,53782450.0,53,53782450.0
204,10,B3,5,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,14.0%,1924445,2044139,100000,2122739,2261687,100000,2314424,2471984,100000,2506108,2682280,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,52838910.0,52838910.0,53,52838910.0
205,10,B3,6,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,13.75%,1920078,2039347,100000,2117937,2256418,100000,2309201,2466254,100000,2500465,2676089,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,51895420.0,51895420.0,53,51895420.0
206,10,B3,7,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,13.5%,1915827,2034683,100000,2113134,2251149,100000,2303978,2460524,100000,2494821,2669898,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,50951860.0,50951860.0,53,50951860.0
207,10,B3,8,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,13.25%,1911607,2030053,100000,2108332,2245881,100000,2298755,2454794,100000,2489178,2663707,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,50008270.0,50008270.0,53,50008270.0
208,10,B3,9,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,13.0%,1907387,2025424,100000,2103530,2240612,100000,2293532,2449064,100000,2483535,2657516,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,49064730.0,49064730.0,53,49064730.0
209,10,B3,10,3750000.0,11250000.0,100000,2750000.0,5950000.0,1194977,377420820,387110599,12.75%,1903167,2020794,100000,2098727,2235343,100000,2288310,2443334,100000,2477892,2651325,100000,1000000,0.0029600000000000004,,2.796%,67.204%,100000,5950000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,48121170.0,48121170.0,53,48121170.0
210,11,B4,1,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,15.0%,1632870,1730842,50000,1826139,1936287,50000,2016249,2144856,50000,2209615,2356998,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,48571140.0,52021568.0,53,52021568.0
211,11,B4,2,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,14.75%,1629320,1727080,50000,1822169,1931931,50000,2011720,2139888,50000,2204665,2351568,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,47761600.0,47761600.0,53,47761600.0
212,11,B4,3,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,14.5%,1625771,1723317,50000,1818199,1927576,50000,2007191,2134919,50000,2199716,2346138,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,46952110.0,46952110.0,53,46952110.0
213,11,B4,4,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,14.25%,1622221,1719554,50000,1814229,1923221,50000,2002662,2129950,50000,2194766,2340708,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,46142570.0,46142570.0,53,46142570.0
214,11,B4,5,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,14.0%,1618671,1715791,50000,1810260,1918875,50000,1998132,2124981,50000,2189817,2335277,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,45333110.0,45333110.0,53,45333110.0
215,11,B4,6,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,13.75%,1615121,1712029,50000,1806290,1914667,50000,1993603,2120012,50000,2184867,2329847,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,44523570.0,44523570.0,53,44523570.0
216,11,B4,7,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,13.5%,1611572,1708266,50000,1802320,1910459,50000,1989074,2115043,50000,2179918,2324417,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,43714080.0,43714080.0,53,43714080.0
217,11,B4,8,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,13.25%,1608022,1704503,50000,1798350,1906251,50000,1984545,2110074,50000,2174968,2318987,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,42904520.0,42904520.0,53,42904520.0
218,11,B4,9,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,13.0%,1604472,1700741,50000,1794380,1902043,50000,1980016,2105105,50000,2170018,2313557,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,42094980.0,42094980.0,53,42094980.0
219,11,B4,10,3750000.0,11250000.0,50000,2750000.0,8600000.0,926911,323807620,333497399,12.75%,1600923,1696978,50000,1790410,1897835,50000,1975487,2100136,50000,2165069,2308127,50000,1000000,0.00259,,2.759%,67.241%,50000,8600000.0,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,41285490.0,41285490.0,53,41285490.0
220,11,B4,1,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,15.0%,1632870,1730842,97972,1826139,1936287,100000,2016249,2144856,100000,2209615,2356998,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,48571140.0,52021568.0,53,52021568.0
221,11,B4,2,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,14.75%,1629320,1727080,97759,1822169,1931931,100000,2011720,2139888,100000,2204665,2351568,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,47761600.0,47761600.0,53,47761600.0
222,11,B4,3,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,14.5%,1625771,1723317,97546,1818199,1927576,100000,2007191,2134919,100000,2199716,2346138,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,46952110.0,46952110.0,53,46952110.0
223,11,B4,4,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,14.25%,1622221,1719554,97333,1814229,1923221,100000,2002662,2129950,100000,2194766,2340708,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,46142570.0,46142570.0,53,46142570.0
224,11,B4,5,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,14.0%,1618671,1715791,97120,1810260,1918875,100000,1998132,2124981,100000,2189817,2335277,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,45333110.0,45333110.0,53,45333110.0
225,11,B4,6,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,13.75%,1615121,1712029,96907,1806290,1914667,100000,1993603,2120012,100000,2184867,2329847,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,44523570.0,44523570.0,53,44523570.0
226,11,B4,7,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,13.5%,1611572,1708266,96694,1802320,1910459,100000,1989074,2115043,100000,2179918,2324417,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,43714080.0,43714080.0,53,43714080.0
227,11,B4,8,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,13.25%,1608022,1704503,96481,1798350,1906251,100000,1984545,2110074,100000,2174968,2318987,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,42904520.0,42904520.0,53,42904520.0
228,11,B4,9,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,13.0%,1604472,1700741,96268,1794380,1902043,100000,1980016,2105105,100000,2170018,2313557,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,42094980.0,42094980.0,53,42094980.0
229,11,B4,10,3750000.0,11250000.0,100000,2750000.0,5976361.361,926911,323807620,333497399,12.75%,1600923,1696978,96055,1790410,1897835,100000,1975487,2100136,100000,2165069,2308127,100000,1000000,0.00259,,2.759%,67.241%,100000,5976361.361,50.0,13,13,2.6%,0,80.0,22,22,2.75%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,41285490.0,41285490.0,53,41285490.0
230,12,B5,1,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,15.0%,1324234,1403688,50000,1517503,1608553,50000,1704330,1806590,50000,1891157,2007617,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,40519760.0,42846651.0,52,42846651.0
231,12,B5,2,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,14.75%,1321355,1400637,50000,1514204,1605057,50000,1700625,1802662,50000,1887045,2003107,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,39844400.0,39844400.0,52,39844400.0
232,12,B5,3,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,14.5%,1318477,1397585,50000,1510905,1601560,50000,1696920,1798735,50000,1882934,1998597,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,39169110.0,39169110.0,52,39169110.0
233,12,B5,4,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,14.25%,1315598,1394534,50000,1507606,1598063,50000,1693215,1794808,50000,1878823,1994086,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,38493770.0,38493770.0,52,38493770.0
234,12,B5,5,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,14.0%,1312719,1391482,50000,1504308,1594566,50000,1689510,1790880,50000,1874712,1989576,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,37818510.0,37818510.0,52,37818510.0
235,12,B5,6,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,13.75%,1309840,1388431,50000,1501009,1591069,50000,1685805,1786953,50000,1870601,1985065,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,37143170.0,37143170.0,52,37143170.0
236,12,B5,7,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,13.5%,1306962,1385379,50000,1497710,1587572,50000,1682100,1783025,50000,1866489,1980555,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,36467860.0,36467860.0,52,36467860.0
237,12,B5,8,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,13.25%,1304083,1382328,50000,1494411,1584075,50000,1678394,1779098,50000,1862378,1976045,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,35792470.0,35792470.0,52,35792470.0
238,12,B5,9,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,13.0%,1301204,1379276,50000,1491112,1580579,50000,1674689,1775171,50000,1858267,1971534,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,35117130.0,35117130.0,52,35117130.0
239,12,B5,10,3750000.0,11250000.0,50000,2750000.0,8650000.0,658532,270131820,279821599,12.75%,1298325,1376225,50000,1487813,1577082,50000,1670984,1771243,50000,1854156,1967024,50000,1000000,0.00222,,2.722%,67.278%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,34441790.0,34441790.0,52,34441790.0
240,13,B6,1,3750000.0,11250000.0,50000,2750000.0,8650000.0,460377,230500820,240190599,15.0%,1096356,1162137,50000,1289625,1367002,50000,1476452,1565039,50000,1663278,1763075,50000,1000000,0.00185,,2.685%,67.315%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,34575140.0,36191040.0,52,36191040.0
241,13,B6,2,3750000.0,11250000.0,50000,2750000.0,8650000.0,460377,230500820,240190599,14.75%,1093973,1159611,50000,1286821,1364031,50000,1473242,1561636,50000,1659663,1759242,50000,1000000,0.00185,,2.685%,67.315%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,33998870.0,33998870.0,52,33998870.0
242,13,B6,3,3750000.0,11250000.0,50000,2750000.0,8650000.0,460377,230500820,240190599,14.5%,1091589,1157085,50000,1284018,1361059,50000,1470032,1558234,50000,1656047,1755410,50000,1000000,0.00185,,2.685%,67.315%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,33422610.0,33422610.0,52,33422610.0
243,13,B6,4,3750000.0,11250000.0,50000,2750000.0,8650000.0,460377,230500820,240190599,14.25%,1089206,1154558,50000,1281214,1358087,50000,1466823,1554832,50000,1652431,1751577,50000,1000000,0.00185,,2.685%,67.315%,50000,8650000.0,50.0,13,13,2.6%,0,80.0,21,21,2.625%,0,50.0,13,13,2.6%,0,20.0,5,5,2.5%,0,32846370.0,32846370.0,52,32846370.0
