,Iteration,B Type,Constructor,Land Cost,A type,A Size- Sq.Meters,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-After-Education,U3-After-Education,M2-Education,Quota_M2-Education,Merge_M2-Education,Residual_M2-Education,S,Price Difference,Price Difference- After Subsidy,P2-Subsidized-Relative-Percent,U2-After-Subsidy,M2-After-Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,H1,H2,Constructor Profit
0,1,B1,1,2769804,A3,88,3262780,3297288,15.0%,3752197,3791882,3816353,3857427,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,41074,41074,1.065%,31.233%,625,200,200,425,0,97883400,98918600,98918600
1,1,B1,2,2769804,A3,88,3262780,3297288,14.5%,3735883,3775395,3799469,3840364,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,40895,40895,1.065%,31.233%,425,200,200,225,0,94620600,95621400,95621400
2,1,B1,3,2769804,A3,88,3262780,3297288,14.0%,3719569,3758909,3782584,3823300,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,40716,40716,1.065%,31.233%,225,200,200,25,0,91357800,92324000,92324000
3,1,B1,4,2769804,A3,88,3262780,3297288,13.5%,3703255,3742422,3765699,3806237,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40538,40538,1.065%,31.233%,25,25,0,0,200,88095000,88095000,88095000
4,1,B1,5,2769804,A3,88,3262780,3297288,13.0%,3686941,3725936,3748814,3789173,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40359,40359,1.065%,31.233%,0,0,0,0,200,84832200,84832200,84832200
5,1,B1,6,2769804,A3,88,3262780,3297288,12.5%,3670628,3709449,3731929,3772110,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40181,40181,1.065%,31.233%,0,0,0,0,200,81569600,81569600,81569600
6,1,B1,7,2769804,A3,88,3262780,3297288,12.0%,3654314,3692963,3715044,3755046,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40002,40002,1.065%,31.233%,0,0,0,0,200,78306800,78306800,78306800
7,1,B1,8,2769804,A3,88,3262780,3297288,11.5%,3638000,3676476,3698159,3737983,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39823,39823,1.065%,31.233%,0,0,0,0,200,75044000,75044000,75044000
8,1,B1,9,2769804,A3,88,3262780,3297288,11.0%,3621686,3659990,3681274,3720919,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39645,39645,1.065%,31.233%,0,0,0,0,200,71781200,71781200,71781200
9,1,B1,10,2769804,A3,88,3262780,3297288,10.5%,3605372,3643504,3664389,3703856,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39466,39466,1.066%,31.233%,0,0,0,0,200,68518400,68518400,68518400
10,2,B2,1,1663770,A3,88,2156746,2191254,15.0%,2480258,2519942,2499897,2540970,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,41074,41074,1.616%,26.926%,539,200,200,339,0,64702400,65737600,65737600
11,2,B2,2,1663770,A3,88,2156746,2191254,14.5%,2469474,2508986,2488735,2529630,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,40895,40895,1.617%,26.926%,339,200,200,139,0,62545600,63546400,63546400
12,2,B2,3,1663770,A3,88,2156746,2191254,14.0%,2458690,2498030,2477574,2518291,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,40716,40716,1.617%,26.926%,139,139,200,0,0,60388800,61355200,61355200
13,2,B2,4,1663770,A3,88,2156746,2191254,13.5%,2447907,2487074,2466413,2506951,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40538,40538,1.617%,26.926%,0,0,0,0,200,58232200,58232200,58232200
14,2,B2,5,1663770,A3,88,2156746,2191254,13.0%,2437123,2476117,2455252,2495611,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40359,40359,1.617%,26.926%,0,0,0,0,200,56075400,56075400,56075400
15,2,B2,6,1663770,A3,88,2156746,2191254,12.5%,2426339,2465161,2444091,2484271,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40181,40181,1.617%,26.926%,0,0,0,0,200,53918600,53918600,53918600
16,2,B2,7,1663770,A3,88,2156746,2191254,12.0%,2415556,2454205,2432930,2472932,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,40002,40002,1.618%,26.926%,0,0,0,0,200,51762000,51762000,51762000
17,2,B2,8,1663770,A3,88,2156746,2191254,11.5%,2404772,2443249,2421768,2461592,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39823,39823,1.618%,26.926%,0,0,0,0,200,49605200,49605200,49605200
18,2,B2,9,1663770,A3,88,2156746,2191254,11.0%,2393988,2432292,2410607,2450252,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39645,39645,1.618%,26.926%,0,0,0,0,200,47448400,47448400,47448400
19,2,B2,10,1663770,A3,88,2156746,2191254,10.5%,2383204,2421336,2399446,2438912,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39466,39466,1.618%,26.926%,0,0,0,0,200,45291600,45291600,45291600
20,3,B3,1,1183094,A3,88,1676070,1710578,15.0%,1927480,1967165,1927772,1968845,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,41074,41074,2.086%,26.926%,539,200,200,339,0,50282000,51317400,51317400
21,3,B3,2,1183094,A3,88,1676070,1710578,14.5%,1919100,1958612,1919100,1959993,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,40893,40893,2.086%,26.926%,339,200,200,139,0,48606000,49606800,49606800
22,3,B3,3,1183094,A3,88,1676070,1710578,14.0%,1910720,1950059,1910720,1951141,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,40421,40421,2.072%,26.926%,139,139,200,0,0,46930000,47896200,47896200
23,3,B3,4,1183094,A3,88,1676070,1710578,13.5%,1902339,1941506,1902339,1942289,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39949,39949,2.057%,26.926%,0,0,0,0,200,45253800,45253800,45253800
24,3,B3,5,1183094,A3,88,1676070,1710578,13.0%,1893959,1932954,1893959,1933436,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39477,39477,2.042%,26.926%,0,0,0,0,200,43577800,43577800,43577800
25,3,B3,6,1183094,A3,88,1676070,1710578,12.5%,1885579,1924401,1885579,1924584,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39005,39005,2.027%,26.926%,0,0,0,0,200,41901800,41901800,41901800
26,3,B3,7,1183094,A3,88,1676070,1710578,12.0%,1877198,1915848,1877198,1915848,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38649,38649,2.017%,26.926%,0,0,0,0,200,40225600,40225600,40225600
27,3,B3,8,1183094,A3,88,1676070,1710578,11.5%,1868818,1907295,1868818,1907295,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38477,38477,2.017%,26.926%,0,0,0,0,200,38549600,38549600,38549600
28,3,B3,9,1183094,A3,88,1676070,1710578,11.0%,1860438,1898742,1860438,1898742,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38304,38304,2.017%,26.926%,0,0,0,0,200,36873600,36873600,36873600
29,3,B3,10,1183094,A3,88,1676070,1710578,10.5%,1852057,1890189,1852057,1890189,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38132,38132,2.017%,26.926%,0,0,0,0,200,35197400,35197400,35197400
30,4,B4,1,930283,A3,88,1423259,1457767,15.0%,1636748,1676432,1636748,1676432,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,39685,39685,2.367%,26.926%,539,200,200,339,0,42697800,43733000,43733000
31,4,B4,2,930283,A3,88,1423259,1457767,14.5%,1629632,1669144,1629632,1669144,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,39512,39512,2.367%,26.926%,339,200,200,139,0,41274600,42275200,42275200
32,4,B4,3,930283,A3,88,1423259,1457767,14.0%,1622515,1661855,1622515,1661855,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,39339,39339,2.367%,26.926%,139,139,200,0,0,39851200,40817400,40817400
33,4,B4,4,930283,A3,88,1423259,1457767,13.5%,1615399,1654566,1615399,1654566,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39167,39167,2.367%,26.926%,0,0,0,0,200,38428000,38428000,38428000
34,4,B4,5,930283,A3,88,1423259,1457767,13.0%,1608283,1647277,1608283,1647277,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38994,38994,2.367%,26.926%,0,0,0,0,200,37004800,37004800,37004800
35,4,B4,6,930283,A3,88,1423259,1457767,12.5%,1601166,1639988,1601166,1639988,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38822,38822,2.367%,26.926%,0,0,0,0,200,35581400,35581400,35581400
36,4,B4,7,930283,A3,88,1423259,1457767,12.0%,1594050,1632699,1594050,1632699,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38649,38649,2.367%,26.926%,0,0,0,0,200,34158200,34158200,34158200
37,4,B4,8,930283,A3,88,1423259,1457767,11.5%,1586934,1625411,1586934,1625411,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38477,38477,2.367%,26.926%,0,0,0,0,200,32735000,32735000,32735000
38,4,B4,9,930283,A3,88,1423259,1457767,11.0%,1579817,1618122,1579817,1618122,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38304,38304,2.367%,26.926%,0,0,0,0,200,31311600,31311600,31311600
39,4,B4,10,930283,A3,88,1423259,1457767,10.5%,1572701,1610833,1572701,1610833,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38132,38132,2.367%,26.926%,0,0,0,0,200,29888400,29888400,29888400
40,5,B5,1,663515,A3,88,1156491,1190999,15.0%,1329965,1369649,1329965,1369649,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,39685,39685,2.897%,26.926%,539,200,200,339,0,34694800,35730000,35730000
41,5,B5,2,663515,A3,88,1156491,1190999,14.5%,1324182,1363694,1324182,1363694,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,39512,39512,2.897%,26.926%,339,200,200,139,0,33538200,34539000,34539000
42,5,B5,3,663515,A3,88,1156491,1190999,14.0%,1318400,1357739,1318400,1357739,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,39339,39339,2.897%,26.926%,139,139,200,0,0,32381800,33348000,33348000
43,5,B5,4,663515,A3,88,1156491,1190999,13.5%,1312617,1351784,1312617,1351784,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39167,39167,2.897%,26.926%,0,0,0,0,200,31225200,31225200,31225200
44,5,B5,5,663515,A3,88,1156491,1190999,13.0%,1306835,1345829,1306835,1345829,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38994,38994,2.897%,26.926%,0,0,0,0,200,30068800,30068800,30068800
45,5,B5,6,663515,A3,88,1156491,1190999,12.5%,1301052,1339874,1301052,1339874,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38822,38822,2.897%,26.926%,0,0,0,0,200,28912200,28912200,28912200
46,5,B5,7,663515,A3,88,1156491,1190999,12.0%,1295270,1333919,1295270,1333919,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38649,38649,2.897%,26.926%,0,0,0,0,200,27755800,27755800,27755800
47,5,B5,8,663515,A3,88,1156491,1190999,11.5%,1289487,1327964,1289487,1327964,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38477,38477,2.897%,26.926%,0,0,0,0,200,26599200,26599200,26599200
48,5,B5,9,663515,A3,88,1156491,1190999,11.0%,1283705,1322009,1283705,1322009,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38304,38304,2.897%,26.926%,0,0,0,0,200,25442800,25442800,25442800
49,5,B5,10,663515,A3,88,1156491,1190999,10.5%,1277923,1316054,1277923,1316054,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38132,38132,2.897%,26.926%,0,0,0,0,200,24286400,24286400,24286400
50,6,B6,1,463951,A3,88,956927,991435,15.0%,1100466,1140151,1100466,1140151,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,39685,39685,3.481%,26.926%,539,200,200,339,0,28707800,29743000,29743000
51,6,B6,2,463951,A3,88,956927,991435,14.5%,1095681,1135193,1095681,1135193,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,39512,39512,3.481%,26.926%,339,200,200,139,0,27750800,28751600,28751600
52,6,B6,3,463951,A3,88,956927,991435,14.0%,1090897,1130236,1090897,1130236,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,39339,39339,3.481%,26.926%,139,139,200,0,0,26794000,27760200,27760200
53,6,B6,4,463951,A3,88,956927,991435,13.5%,1086112,1125279,1086112,1125279,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39167,39167,3.481%,26.926%,0,0,0,0,200,25837000,25837000,25837000
54,6,B6,5,463951,A3,88,956927,991435,13.0%,1081328,1120322,1081328,1120322,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38994,38994,3.481%,26.926%,0,0,0,0,200,24880200,24880200,24880200
55,6,B6,6,463951,A3,88,956927,991435,12.5%,1076543,1115365,1076543,1115365,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38822,38822,3.481%,26.926%,0,0,0,0,200,23923200,23923200,23923200
56,6,B6,7,463951,A3,88,956927,991435,12.0%,1071758,1110408,1071758,1110408,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38649,38649,3.481%,26.926%,0,0,0,0,200,22966200,22966200,22966200
57,6,B6,8,463951,A3,88,956927,991435,11.5%,1066974,1105450,1066974,1105450,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38477,38477,3.481%,26.926%,0,0,0,0,200,22009400,22009400,22009400
58,6,B6,9,463951,A3,88,956927,991435,11.0%,1062189,1100493,1062189,1100493,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38304,38304,3.481%,26.926%,0,0,0,0,200,21052400,21052400,21052400
59,6,B6,10,463951,A3,88,956927,991435,10.5%,1057404,1095536,1057404,1095536,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38132,38132,3.481%,26.926%,0,0,0,0,200,20095400,20095400,20095400
60,7,B7,1,246097,A3,88,739073,773581,15.0%,849934,889619,849934,889619,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,39685,39685,4.461%,26.926%,539,200,200,339,0,22172200,23207400,23207400
61,7,B7,2,246097,A3,88,739073,773581,14.5%,846239,885751,846239,885751,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,39512,39512,4.461%,26.926%,339,200,200,139,0,21433200,22433800,22433800
62,7,B7,3,246097,A3,88,739073,773581,14.0%,842543,881883,842543,881883,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,39339,39339,4.461%,26.926%,139,139,200,0,0,20694000,21660200,21660200
63,7,B7,4,246097,A3,88,739073,773581,13.5%,838848,878015,838848,878015,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,39167,39167,4.461%,26.926%,0,0,0,0,200,19955000,19955000,19955000
64,7,B7,5,246097,A3,88,739073,773581,13.0%,835152,874147,835152,874147,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38994,38994,4.461%,26.926%,0,0,0,0,200,19215800,19215800,19215800
65,7,B7,6,246097,A3,88,739073,773581,12.5%,831457,870279,831457,870279,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38822,38822,4.461%,26.926%,0,0,0,0,200,18476800,18476800,18476800
66,7,B7,7,246097,A3,88,739073,773581,12.0%,827762,866411,827762,866411,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38649,38649,4.461%,26.926%,0,0,0,0,200,17737800,17737800,17737800
67,7,B7,8,246097,A3,88,739073,773581,11.5%,824066,862543,824066,862543,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38477,38477,4.461%,26.926%,0,0,0,0,200,16998600,16998600,16998600
68,7,B7,9,246097,A3,88,739073,773581,11.0%,820371,858675,820371,858675,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38304,38304,4.461%,26.926%,0,0,0,0,200,16259600,16259600,16259600
69,7,B7,10,246097,A3,88,739073,773581,10.5%,816676,854807,816676,854807,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,38132,38132,4.461%,26.926%,0,0,0,0,200,15520600,15520600,15520600
70,8,B1,1,2769804,A4,118,3430840,3477113,15.0%,3945466,3998679,4016387,4071463,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,55076,55076,1.353%,31.233%,625,200,200,425,0,102925200,104313400,104313400
71,8,B1,2,2769804,A4,118,3430840,3477113,14.5%,3928312,3981294,3998632,4053469,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,54836,54836,1.353%,31.233%,425,200,200,225,0,99494400,100836200,100836200
72,8,B1,3,2769804,A4,118,3430840,3477113,14.0%,3911158,3963908,3980878,4035475,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,54597,54597,1.353%,31.233%,225,200,200,25,0,96063600,97359200,97359200
73,8,B1,4,2769804,A4,118,3430840,3477113,13.5%,3894003,3946523,3963123,4017481,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,54357,54357,1.353%,31.233%,25,25,0,0,200,92632600,92632600,92632600
74,8,B1,5,2769804,A4,118,3430840,3477113,13.0%,3876849,3929137,3945368,3999487,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,54118,54118,1.353%,31.233%,0,0,0,0,200,89201800,89201800,89201800
75,8,B1,6,2769804,A4,118,3430840,3477113,12.5%,3859695,3911752,3927614,3981492,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53879,53879,1.353%,31.233%,0,0,0,0,200,85771000,85771000,85771000
76,8,B1,7,2769804,A4,118,3430840,3477113,12.0%,3842541,3894366,3909859,3963498,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53639,53639,1.353%,31.233%,0,0,0,0,200,82340200,82340200,82340200
77,8,B1,8,2769804,A4,118,3430840,3477113,11.5%,3825387,3876980,3892105,3945504,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53400,53400,1.353%,31.233%,0,0,0,0,200,78909400,78909400,78909400
78,8,B1,9,2769804,A4,118,3430840,3477113,11.0%,3808232,3859595,3874350,3927510,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53160,53160,1.354%,31.233%,0,0,0,0,200,75478400,75478400,75478400
79,8,B1,10,2769804,A4,118,3430840,3477113,10.5%,3791078,3842209,3856596,3909516,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,52921,52921,1.354%,31.233%,0,0,0,0,200,72047600,72047600,72047600
80,9,B2,1,1663770,A4,118,2324806,2371079,15.0%,2673527,2726740,2699930,2755006,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,55076,55076,1.999%,26.926%,539,200,200,339,0,69744200,71132400,71132400
81,9,B2,2,1663770,A4,118,2324806,2371079,14.5%,2661903,2714885,2687899,2742735,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,54836,54836,1.999%,26.926%,339,200,200,139,0,67419400,68761200,68761200
82,9,B2,3,1663770,A4,118,2324806,2371079,14.0%,2650279,2703030,2675868,2730465,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,54597,54597,2.0%,26.926%,139,139,200,0,0,65094600,66390200,66390200
83,9,B2,4,1663770,A4,118,2324806,2371079,13.5%,2638655,2691174,2663837,2718195,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,54357,54357,2.0%,26.926%,0,0,0,0,200,62769800,62769800,62769800
84,9,B2,5,1663770,A4,118,2324806,2371079,13.0%,2627031,2679319,2651806,2705924,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,54118,54118,2.0%,26.926%,0,0,0,0,200,60445000,60445000,60445000
85,9,B2,6,1663770,A4,118,2324806,2371079,12.5%,2615407,2667463,2639776,2693654,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53879,53879,2.0%,26.926%,0,0,0,0,200,58120200,58120200,58120200
86,9,B2,7,1663770,A4,118,2324806,2371079,12.0%,2603783,2655608,2627745,2681384,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53639,53639,2.0%,26.926%,0,0,0,0,200,55795400,55795400,55795400
87,9,B2,8,1663770,A4,118,2324806,2371079,11.5%,2592159,2643753,2615714,2669113,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53400,53400,2.001%,26.926%,0,0,0,0,200,53470600,53470600,53470600
88,9,B2,9,1663770,A4,118,2324806,2371079,11.0%,2580535,2631897,2603683,2656843,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53160,53160,2.001%,26.926%,0,0,0,0,200,51145800,51145800,51145800
89,9,B2,10,1663770,A4,118,2324806,2371079,10.5%,2568911,2620042,2591652,2644573,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,52921,52921,2.001%,26.926%,0,0,0,0,200,48821000,48821000,48821000
90,10,B3,1,1183094,A4,118,1844130,1890403,15.0%,2120750,2173963,2127805,2182881,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,55076,55076,2.523%,26.926%,539,200,200,339,0,55324000,56712000,56712000
91,10,B3,2,1183094,A4,118,1844130,1890403,14.5%,2111529,2164511,2118262,2173098,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,54836,54836,2.523%,26.926%,339,200,200,139,0,53479800,54821600,54821600
92,10,B3,3,1183094,A4,118,1844130,1890403,14.0%,2102308,2155059,2108719,2163316,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,54597,54597,2.524%,26.926%,139,139,200,0,0,51635600,52931200,52931200
93,10,B3,4,1183094,A4,118,1844130,1890403,13.5%,2093088,2145607,2099175,2153533,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,54357,54357,2.524%,26.926%,0,0,0,0,200,49791600,49791600,49791600
94,10,B3,5,1183094,A4,118,1844130,1890403,13.0%,2083867,2136155,2089632,2143750,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,54118,54118,2.524%,26.926%,0,0,0,0,200,47947400,47947400,47947400
95,10,B3,6,1183094,A4,118,1844130,1890403,12.5%,2074646,2126703,2080088,2133967,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53879,53879,2.525%,26.926%,0,0,0,0,200,46103200,46103200,46103200
96,10,B3,7,1183094,A4,118,1844130,1890403,12.0%,2065426,2117251,2070545,2124184,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53639,53639,2.525%,26.926%,0,0,0,0,200,44259200,44259200,44259200
97,10,B3,8,1183094,A4,118,1844130,1890403,11.5%,2056205,2107799,2061002,2114401,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53400,53400,2.526%,26.926%,0,0,0,0,200,42415000,42415000,42415000
98,10,B3,9,1183094,A4,118,1844130,1890403,11.0%,2046984,2098347,2051458,2104619,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,53160,53160,2.526%,26.926%,0,0,0,0,200,40570800,40570800,40570800
99,10,B3,10,1183094,A4,118,1844130,1890403,10.5%,2037764,2088895,2041915,2094836,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,52921,52921,2.526%,26.926%,0,0,0,0,200,38726800,38726800,38726800
100,11,B4,1,930283,A4,118,1591319,1637592,15.0%,1830017,1883230,1830017,1883230,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,53213,53213,2.826%,26.926%,539,200,200,339,0,47739600,49127800,49127800
101,11,B4,2,930283,A4,118,1591319,1637592,14.5%,1822060,1875042,1822060,1875042,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,339,200,200,139,0,52982,52982,2.826%,26.926%,339,200,200,139,0,46148200,47490200,47490200
102,11,B4,3,930283,A4,118,1591319,1637592,14.0%,1814104,1866854,1814104,1866854,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,139,139,200,0,0,52751,52751,2.826%,26.926%,139,139,200,0,0,44557000,45852600,45852600
103,11,B4,4,930283,A4,118,1591319,1637592,13.5%,1806147,1858666,1806147,1858666,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,52519,52519,2.826%,26.926%,0,0,0,0,200,42965600,42965600,42965600
104,11,B4,5,930283,A4,118,1591319,1637592,13.0%,1798190,1850478,1798190,1850478,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,52288,52288,2.826%,26.926%,0,0,0,0,200,41374200,41374200,41374200
105,11,B4,6,930283,A4,118,1591319,1637592,12.5%,1790234,1842290,1790234,1842290,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,52057,52057,2.826%,26.926%,0,0,0,0,200,39783000,39783000,39783000
106,11,B4,7,930283,A4,118,1591319,1637592,12.0%,1782277,1834103,1782277,1834103,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,51825,51825,2.826%,26.926%,0,0,0,0,200,38191600,38191600,38191600
107,11,B4,8,930283,A4,118,1591319,1637592,11.5%,1774321,1825915,1774321,1825915,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,51594,51594,2.826%,26.926%,0,0,0,0,200,36600400,36600400,36600400
108,11,B4,9,930283,A4,118,1591319,1637592,11.0%,1766364,1817727,1766364,1817727,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,51362,51362,2.826%,26.926%,0,0,0,0,200,35009000,35009000,35009000
109,11,B4,10,930283,A4,118,1591319,1637592,10.5%,1758407,1809539,1758407,1809539,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,0,0,0,0,0,51131,51131,2.826%,26.926%,0,0,0,0,200,33417600,33417600,33417600
110,12,B5,1,663515,A4,118,1324551,1370824,15.0%,1523234,1576447,1523234,1576447,Subsidy,0,15000000,15,5e-05,26.926%,43.074%,539,200,200,339,0,53213,53213,3.376%,26.926%,539,200,200,339,0,39736600,41124800,41124800
