,Iteration,B Type,Constructor,Land Cost,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-After-Education,U3-After-Education,S,Price Difference,Price Difference- After Subsidy,P2-Subsidized-Relative-Percent,U2-After-Subsidy,M2-After-Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,H1,H2,Constructor Profit
254,26,B5,5,663515,271128420,280818199,13.0%,1863898,1941887,1863898,1942682,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78784,63784,3.283%,3.074%,0,0,0,0,200,35246730.0,42886200,42886200
255,26,B5,6,663515,271128420,280818199,12.5%,1855650,1933294,1855650,1933789,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78139,63139,3.265%,3.074%,0,0,0,0,200,33891030.0,41236600,41236600
256,26,B5,7,663515,271128420,280818199,12.0%,1847403,1924702,1847403,1924896,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,77493,62493,3.247%,3.074%,0,0,0,0,200,32535400.0,39587200,39587200
257,26,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76954,61954,3.233%,3.074%,0,0,0,0,200,31179720.0,37937800,37937800
258,26,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76608,61608,3.23%,3.074%,0,0,0,0,200,29824150.0,36288200,36288200
259,26,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76263,61263,3.226%,3.074%,0,0,0,0,200,28468520.0,34638800,34638800
260,27,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79369,64369,3.685%,3.074%,61,61,0,0,200,34682340.0,43497000,43497000
261,27,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79024,64024,3.681%,3.074%,0,0,0,0,200,33526260.0,42047200,42047200
262,27,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78679,63679,3.678%,3.074%,0,0,0,0,200,32370160.0,40597200,40597200
263,27,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78334,63334,3.674%,3.074%,0,0,0,0,200,31214080.0,39147400,39147400
264,27,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,77989,62989,3.67%,3.074%,0,0,0,0,200,30058030.0,37697400,37697400
265,27,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,77644,62644,3.666%,3.074%,0,0,0,0,200,28901950.0,36247600,36247600
266,27,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,77299,62299,3.662%,3.074%,0,0,0,0,200,27745800.0,34797600,34797600
267,27,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76954,61954,3.658%,3.074%,0,0,0,0,200,26589850.0,33347800,33347800
268,27,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76608,61608,3.654%,3.074%,0,0,0,0,200,25433750.0,31897800,31897800
269,27,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76263,61263,3.65%,3.074%,0,0,0,0,200,24277670.0,30448000,30448000
270,28,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79369,64369,4.302%,3.074%,61,61,0,0,200,28146740.0,36961400,36961400
271,28,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,79024,64024,4.298%,3.074%,0,0,0,0,200,27208510.0,35729400,35729400
272,28,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78679,63679,4.293%,3.074%,0,0,0,0,200,26270310.0,34497400,34497400
273,28,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,78334,63334,4.289%,3.074%,0,0,0,0,200,25332080.0,33265400,33265400
274,28,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,77989,62989,4.284%,3.074%,0,0,0,0,200,24393780.0,32033200,32033200
275,28,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,77644,62644,4.28%,3.074%,0,0,0,0,200,23455630.0,30801200,30801200
276,28,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,77299,62299,4.275%,3.074%,0,0,0,0,200,22517400.0,29569200,29569200
277,28,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76954,61954,4.271%,3.074%,0,0,0,0,200,21579120.0,28337200,28337200
278,28,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76608,61608,4.266%,3.074%,0,0,0,0,200,20640950.0,27105000,27105000
279,28,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Subsidy,30000000,0,0,0.0,3.074%,66.926%,15000,76263,61263,4.261%,3.074%,0,0,0,0,200,19702720.0,25873000,25873000
280,29,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,82147,62147,1.386%,9.767%,195,195,200,0,0,103857940.0,114743200,114743200
281,29,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81790,61790,1.384%,9.767%,0,0,0,0,200,100396010.0,108917000,108917000
282,29,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81433,61433,1.382%,9.767%,0,0,0,0,200,96934110.0,105161200,105161200
283,29,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81076,61076,1.38%,9.767%,0,0,0,0,200,93472080.0,101405400,101405400
284,29,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80718,60718,1.378%,9.767%,0,0,0,0,200,90010180.0,97649600,97649600
285,29,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80361,60361,1.376%,9.767%,0,0,0,0,200,86548300.0,93894000,93894000
286,29,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80004,60004,1.374%,9.767%,0,0,0,0,200,83086400.0,90138200,90138200
287,29,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79647,59647,1.372%,9.767%,0,0,0,0,200,79624450.0,86382400,86382400
288,29,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79290,59290,1.37%,9.767%,0,0,0,0,200,76162470.0,82626600,82626600
289,29,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78933,58933,1.368%,9.767%,0,0,0,0,200,72700520.0,78870800,78870800
290,30,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,82147,62147,1.961%,7.425%,148,148,200,0,0,70676940.0,81562200,81562200
291,30,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81790,61790,1.959%,7.425%,0,0,0,0,200,68321010.0,76842000,76842000
292,30,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81433,61433,1.956%,7.425%,0,0,0,0,200,65965110.0,74192200,74192200
293,30,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81076,61076,1.953%,7.425%,0,0,0,0,200,63609260.0,71542400,71542400
294,30,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80718,60718,1.951%,7.425%,0,0,0,0,200,61253330.0,68892800,68892800
295,30,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80361,60361,1.948%,7.425%,0,0,0,0,200,58897430.0,66243000,66243000
296,30,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80004,60004,1.945%,7.425%,0,0,0,0,200,56541600.0,63593400,63593400
297,30,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79647,59647,1.943%,7.425%,0,0,0,0,200,54185650.0,60943600,60943600
298,30,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79290,59290,1.94%,7.425%,0,0,0,0,200,51829750.0,58293800,58293800
299,30,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78933,58933,1.937%,7.425%,0,0,0,0,200,49473870.0,55644200,55644200
300,31,B3,1,1183094,375044220,384733999,15.0%,2494403,2573772,2514537,2596684,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,82147,62147,2.393%,4.748%,95,95,0,0,200,56256640.0,65071400,65071400
301,31,B3,2,1183094,375044220,384733999,14.5%,2483558,2562582,2503312,2585102,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81790,61790,2.39%,4.748%,0,0,0,0,200,54381410.0,62902400,62902400
302,31,B3,3,1183094,375044220,384733999,14.0%,2472712,2551391,2492087,2573520,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81433,61433,2.387%,4.748%,0,0,0,0,200,52506160.0,60733200,60733200
303,31,B3,4,1183094,375044220,384733999,13.5%,2461867,2540201,2480862,2561938,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81076,61076,2.384%,4.748%,0,0,0,0,200,50630960.0,58564200,58564200
304,31,B3,5,1183094,375044220,384733999,13.0%,2451022,2529011,2469637,2550356,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80718,60718,2.381%,4.748%,0,0,0,0,200,48755730.0,56395200,56395200
305,31,B3,6,1183094,375044220,384733999,12.5%,2440177,2517820,2458413,2538774,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80361,60361,2.378%,4.748%,0,0,0,0,200,46880550.0,54226200,54226200
306,31,B3,7,1183094,375044220,384733999,12.0%,2429332,2506630,2447188,2527192,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80004,60004,2.374%,4.748%,0,0,0,0,200,45005350.0,52057200,52057200
307,31,B3,8,1183094,375044220,384733999,11.5%,2418486,2495440,2435963,2515610,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79647,59647,2.371%,4.748%,0,0,0,0,200,43130100.0,49888000,49888000
308,31,B3,9,1183094,375044220,384733999,11.0%,2407641,2484250,2424738,2504028,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79290,59290,2.368%,4.748%,0,0,0,0,200,41254870.0,47719000,47719000
309,31,B3,10,1183094,375044220,384733999,10.5%,2396796,2473059,2413513,2492446,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78933,58933,2.364%,4.748%,0,0,0,0,200,39379670.0,45550000,45550000
310,32,B4,1,930283,324482020,334171799,15.0%,2203670,2283039,2213628,2295775,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,82147,62147,2.707%,4.748%,95,95,0,0,200,48672340.0,57487000,57487000
311,32,B4,2,930283,324482020,334171799,14.5%,2194089,2273113,2203712,2285502,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81790,61790,2.704%,4.748%,0,0,0,0,200,47049910.0,55570800,55570800
312,32,B4,3,930283,324482020,334171799,14.0%,2184508,2263187,2193795,2275228,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81433,61433,2.7%,4.748%,0,0,0,0,200,45427510.0,53654600,53654600
313,32,B4,4,930283,324482020,334171799,13.5%,2174927,2253261,2183879,2264954,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81076,61076,2.697%,4.748%,0,0,0,0,200,43805080.0,51738400,51738400
314,32,B4,5,930283,324482020,334171799,13.0%,2165346,2243334,2173962,2254681,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80718,60718,2.693%,4.748%,0,0,0,0,200,42182650.0,49822200,49822200
315,32,B4,6,930283,324482020,334171799,12.5%,2155764,2233408,2164046,2244407,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80361,60361,2.689%,4.748%,0,0,0,0,200,40560230.0,47905800,47905800
316,32,B4,7,930283,324482020,334171799,12.0%,2146183,2223482,2154129,2234133,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80004,60004,2.686%,4.748%,0,0,0,0,200,38937800.0,45989600,45989600
317,32,B4,8,930283,324482020,334171799,11.5%,2136602,2213556,2144213,2223860,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79647,59647,2.682%,4.748%,0,0,0,0,200,37315450.0,44073400,44073400
318,32,B4,9,930283,324482020,334171799,11.0%,2127021,2203629,2134296,2213586,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79290,59290,2.678%,4.748%,0,0,0,0,200,35692970.0,42157200,42157200
319,32,B4,10,930283,324482020,334171799,10.5%,2117440,2193703,2124380,2203312,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78933,58933,2.675%,4.748%,0,0,0,0,200,34070590.0,40241000,40241000
320,33,B5,1,663515,271128420,280818199,15.0%,1896887,1976256,1896887,1978255,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,81368,61368,3.102%,4.748%,95,95,0,0,200,40669290.0,49484000,49484000
321,33,B5,2,663515,271128420,280818199,14.5%,1888640,1967664,1888640,1969362,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80722,60722,3.083%,4.748%,0,0,0,0,200,39313610.0,47834600,47834600
322,33,B5,3,663515,271128420,280818199,14.0%,1880392,1959071,1880392,1960468,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,80076,60076,3.064%,4.748%,0,0,0,0,200,37957960.0,46185000,46185000
323,33,B5,4,663515,271128420,280818199,13.5%,1872145,1950479,1872145,1951575,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79430,59430,3.045%,4.748%,0,0,0,0,200,36602280.0,44535600,44535600
324,33,B5,5,663515,271128420,280818199,13.0%,1863898,1941887,1863898,1942682,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78784,58784,3.026%,4.748%,0,0,0,0,200,35246730.0,42886200,42886200
325,33,B5,6,663515,271128420,280818199,12.5%,1855650,1933294,1855650,1933789,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78139,58139,3.006%,4.748%,0,0,0,0,200,33891030.0,41236600,41236600
326,33,B5,7,663515,271128420,280818199,12.0%,1847403,1924702,1847403,1924896,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,77493,57493,2.987%,4.748%,0,0,0,0,200,32535400.0,39587200,39587200
327,33,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76954,56954,2.972%,4.748%,0,0,0,0,200,31179720.0,37937800,37937800
328,33,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76608,56608,2.968%,4.748%,0,0,0,0,200,29824150.0,36288200,36288200
329,33,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76263,56263,2.963%,4.748%,0,0,0,0,200,28468520.0,34638800,34638800
330,34,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79369,59369,3.399%,3.074%,61,61,0,0,200,34682340.0,43497000,43497000
331,34,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79024,59024,3.394%,3.074%,0,0,0,0,200,33526260.0,42047200,42047200
332,34,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78679,58679,3.389%,3.074%,0,0,0,0,200,32370160.0,40597200,40597200
333,34,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78334,58334,3.384%,3.074%,0,0,0,0,200,31214080.0,39147400,39147400
334,34,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,77989,57989,3.379%,3.074%,0,0,0,0,200,30058030.0,37697400,37697400
335,34,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,77644,57644,3.373%,3.074%,0,0,0,0,200,28901950.0,36247600,36247600
336,34,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,77299,57299,3.368%,3.074%,0,0,0,0,200,27745800.0,34797600,34797600
337,34,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76954,56954,3.363%,3.074%,0,0,0,0,200,26589850.0,33347800,33347800
338,34,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76608,56608,3.358%,3.074%,0,0,0,0,200,25433750.0,31897800,31897800
339,34,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76263,56263,3.352%,3.074%,0,0,0,0,200,24277670.0,30448000,30448000
340,35,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79369,59369,3.968%,3.074%,61,61,0,0,200,28146740.0,36961400,36961400
341,35,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,79024,59024,3.962%,3.074%,0,0,0,0,200,27208510.0,35729400,35729400
342,35,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78679,58679,3.956%,3.074%,0,0,0,0,200,26270310.0,34497400,34497400
343,35,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,78334,58334,3.95%,3.074%,0,0,0,0,200,25332080.0,33265400,33265400
344,35,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,77989,57989,3.944%,3.074%,0,0,0,0,200,24393780.0,32033200,32033200
345,35,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,77644,57644,3.938%,3.074%,0,0,0,0,200,23455630.0,30801200,30801200
346,35,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,77299,57299,3.932%,3.074%,0,0,0,0,200,22517400.0,29569200,29569200
347,35,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76954,56954,3.926%,3.074%,0,0,0,0,200,21579120.0,28337200,28337200
348,35,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76608,56608,3.92%,3.074%,0,0,0,0,200,20640950.0,27105000,27105000
349,35,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Subsidy,40000000,0,0,0.0,3.074%,66.926%,20000,76263,56263,3.913%,3.074%,0,0,0,0,200,19702720.0,25873000,25873000
350,36,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,82147,57147,1.274%,9.767%,195,195,200,0,0,103857940.0,114743200,114743200
351,36,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81790,56790,1.272%,9.767%,0,0,0,0,200,100396010.0,108917000,108917000
352,36,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81433,56433,1.269%,9.767%,0,0,0,0,200,96934110.0,105161200,105161200
353,36,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81076,56076,1.267%,9.767%,0,0,0,0,200,93472080.0,101405400,101405400
354,36,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80718,55718,1.265%,9.767%,0,0,0,0,200,90010180.0,97649600,97649600
355,36,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80361,55361,1.262%,9.767%,0,0,0,0,200,86548300.0,93894000,93894000
356,36,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80004,55004,1.26%,9.767%,0,0,0,0,200,83086400.0,90138200,90138200
357,36,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,79647,54647,1.257%,9.767%,0,0,0,0,200,79624450.0,86382400,86382400
358,36,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,79290,54290,1.255%,9.767%,0,0,0,0,200,76162470.0,82626600,82626600
359,36,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,78933,53933,1.252%,9.767%,0,0,0,0,200,72700520.0,78870800,78870800
360,37,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,82147,57147,1.803%,9.098%,182,182,200,0,0,70676940.0,81562200,81562200
361,37,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81790,56790,1.8%,9.098%,0,0,0,0,200,68321010.0,76842000,76842000
362,37,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81433,56433,1.797%,9.098%,0,0,0,0,200,65965110.0,74192200,74192200
363,37,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81076,56076,1.794%,9.098%,0,0,0,0,200,63609260.0,71542400,71542400
364,37,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80718,55718,1.79%,9.098%,0,0,0,0,200,61253330.0,68892800,68892800
365,37,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80361,55361,1.787%,9.098%,0,0,0,0,200,58897430.0,66243000,66243000
366,37,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80004,55004,1.783%,9.098%,0,0,0,0,200,56541600.0,63593400,63593400
367,37,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,79647,54647,1.78%,9.098%,0,0,0,0,200,54185650.0,60943600,60943600
368,37,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,79290,54290,1.776%,9.098%,0,0,0,0,200,51829750.0,58293800,58293800
369,37,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,78933,53933,1.773%,9.098%,0,0,0,0,200,49473870.0,55644200,55644200
370,38,B3,1,1183094,375044220,384733999,15.0%,2494403,2573772,2514537,2596684,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,82147,57147,2.201%,7.425%,148,148,200,0,0,56256640.0,67141800,67141800
371,38,B3,2,1183094,375044220,384733999,14.5%,2483558,2562582,2503312,2585102,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81790,56790,2.197%,7.425%,0,0,0,0,200,54381410.0,62902400,62902400
372,38,B3,3,1183094,375044220,384733999,14.0%,2472712,2551391,2492087,2573520,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81433,56433,2.193%,7.425%,0,0,0,0,200,52506160.0,60733200,60733200
373,38,B3,4,1183094,375044220,384733999,13.5%,2461867,2540201,2480862,2561938,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,81076,56076,2.189%,7.425%,0,0,0,0,200,50630960.0,58564200,58564200
374,38,B3,5,1183094,375044220,384733999,13.0%,2451022,2529011,2469637,2550356,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80718,55718,2.185%,7.425%,0,0,0,0,200,48755730.0,56395200,56395200
375,38,B3,6,1183094,375044220,384733999,12.5%,2440177,2517820,2458413,2538774,Subsidy,50000000,0,0,0.0,3.074%,66.926%,25000,80361,55361,2.181%,7.425%,0,0,0,0,200,46880550.0,54226200,54226200
