,Iteration,B Type,Constructor,Land Cost,CC1,CC2,Net OP,Q1,Q2,P1,P2,Primary Action,Subsidy Cost,Education Cost,E,EI,U2-After-Education,U3-After-Education,S,Price Difference,Price Difference- After Subsidy,P2-Subsidized-Relative-Percent,U2-After-Subsidy,M2-After-Subsidy,Quota_M2- Subsidy,Merge_M2- Subsidy,Residual_M2- Subsidy,M1 Subsidy,H1,H2,Constructor Profit
817,82,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76954,71954,3.755%,8.068%,0,0,0,0,200,31179720.0,37937800,37937800
818,82,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76608,71608,3.754%,8.068%,0,0,0,0,200,29824150.0,36288200,36288200
819,82,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76263,71263,3.753%,8.068%,0,0,0,0,200,28468520.0,34638800,34638800
820,83,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79369,74369,4.258%,8.068%,161,161,200,0,0,34682340.0,45567600,45567600
821,83,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79024,74024,4.256%,8.068%,0,0,0,0,200,33526260.0,42047200,42047200
822,83,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78679,73679,4.255%,8.068%,0,0,0,0,200,32370160.0,40597200,40597200
823,83,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78334,73334,4.254%,8.068%,0,0,0,0,200,31214080.0,39147400,39147400
824,83,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77989,72989,4.252%,8.068%,0,0,0,0,200,30058030.0,37697400,37697400
825,83,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77644,72644,4.251%,8.068%,0,0,0,0,200,28901950.0,36247600,36247600
826,83,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77299,72299,4.25%,8.068%,0,0,0,0,200,27745800.0,34797600,34797600
827,83,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76954,71954,4.249%,8.068%,0,0,0,0,200,26589850.0,33347800,33347800
828,83,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76608,71608,4.247%,8.068%,0,0,0,0,200,25433750.0,31897800,31897800
829,83,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76263,71263,4.246%,8.068%,0,0,0,0,200,24277670.0,30448000,30448000
830,84,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79369,74369,4.97%,8.068%,161,161,200,0,0,28146740.0,39032000,39032000
831,84,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,79024,74024,4.969%,8.068%,0,0,0,0,200,27208510.0,35729400,35729400
832,84,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78679,73679,4.968%,8.068%,0,0,0,0,200,26270310.0,34497400,34497400
833,84,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,78334,73334,4.966%,8.068%,0,0,0,0,200,25332080.0,33265400,33265400
834,84,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77989,72989,4.965%,8.068%,0,0,0,0,200,24393780.0,32033200,32033200
835,84,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77644,72644,4.963%,8.068%,0,0,0,0,200,23455630.0,30801200,30801200
836,84,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,77299,72299,4.961%,8.068%,0,0,0,0,200,22517400.0,29569200,29569200
837,84,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76954,71954,4.96%,8.068%,0,0,0,0,200,21579120.0,28337200,28337200
838,84,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76608,71608,4.958%,8.068%,0,0,0,0,200,20640950.0,27105000,27105000
839,84,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Education,10000000,5000000,5,5e-05,8.068%,61.932%,5000,76263,71263,4.957%,8.068%,0,0,0,0,200,19702720.0,25873000,25873000
840,85,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,82147,77647,1.731%,15.874%,317,200,200,117,0,103857940.0,114743200,114743200
841,85,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81790,77290,1.731%,15.874%,117,117,200,0,0,100396010.0,110918400,110918400
842,85,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81433,76933,1.731%,15.874%,0,0,0,0,200,96934110.0,105161200,105161200
843,85,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81076,76576,1.73%,15.874%,0,0,0,0,200,93472080.0,101405400,101405400
844,85,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80718,76218,1.73%,15.874%,0,0,0,0,200,90010180.0,97649600,97649600
845,85,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80361,75861,1.73%,15.874%,0,0,0,0,200,86548300.0,93894000,93894000
846,85,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80004,75504,1.729%,15.874%,0,0,0,0,200,83086400.0,90138200,90138200
847,85,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79647,75147,1.729%,15.874%,0,0,0,0,200,79624450.0,86382400,86382400
848,85,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79290,74790,1.728%,15.874%,0,0,0,0,200,76162470.0,82626600,82626600
849,85,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78933,74433,1.728%,15.874%,0,0,0,0,200,72700520.0,78870800,78870800
850,86,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,82147,77647,2.45%,12.008%,240,200,200,40,0,70676940.0,81562200,81562200
851,86,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81790,77290,2.45%,12.008%,40,40,0,0,200,68321010.0,76842000,76842000
852,86,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81433,76933,2.45%,12.008%,0,0,0,0,200,65965110.0,74192200,74192200
853,86,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81076,76576,2.449%,12.008%,0,0,0,0,200,63609260.0,71542400,71542400
854,86,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80718,76218,2.449%,12.008%,0,0,0,0,200,61253330.0,68892800,68892800
855,86,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80361,75861,2.448%,12.008%,0,0,0,0,200,58897430.0,66243000,66243000
856,86,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80004,75504,2.448%,12.008%,0,0,0,0,200,56541600.0,63593400,63593400
857,86,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79647,75147,2.448%,12.008%,0,0,0,0,200,54185650.0,60943600,60943600
858,86,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79290,74790,2.447%,12.008%,0,0,0,0,200,51829750.0,58293800,58293800
859,86,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78933,74433,2.447%,12.008%,0,0,0,0,200,49473870.0,55644200,55644200
860,87,B3,1,1183094,375044220,384733999,15.0%,2494403,2573772,2514537,2596684,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,82147,77647,2.99%,10.521%,210,200,200,10,0,56256640.0,67141800,67141800
861,87,B3,2,1183094,375044220,384733999,14.5%,2483558,2562582,2503312,2585102,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81790,77290,2.99%,10.521%,10,10,0,0,200,54381410.0,62902400,62902400
862,87,B3,3,1183094,375044220,384733999,14.0%,2472712,2551391,2492087,2573520,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81433,76933,2.989%,10.521%,0,0,0,0,200,52506160.0,60733200,60733200
863,87,B3,4,1183094,375044220,384733999,13.5%,2461867,2540201,2480862,2561938,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81076,76576,2.989%,10.521%,0,0,0,0,200,50630960.0,58564200,58564200
864,87,B3,5,1183094,375044220,384733999,13.0%,2451022,2529011,2469637,2550356,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80718,76218,2.989%,10.521%,0,0,0,0,200,48755730.0,56395200,56395200
865,87,B3,6,1183094,375044220,384733999,12.5%,2440177,2517820,2458413,2538774,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80361,75861,2.988%,10.521%,0,0,0,0,200,46880550.0,54226200,54226200
866,87,B3,7,1183094,375044220,384733999,12.0%,2429332,2506630,2447188,2527192,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80004,75504,2.988%,10.521%,0,0,0,0,200,45005350.0,52057200,52057200
867,87,B3,8,1183094,375044220,384733999,11.5%,2418486,2495440,2435963,2515610,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79647,75147,2.987%,10.521%,0,0,0,0,200,43130100.0,49888000,49888000
868,87,B3,9,1183094,375044220,384733999,11.0%,2407641,2484250,2424738,2504028,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79290,74790,2.987%,10.521%,0,0,0,0,200,41254870.0,47719000,47719000
869,87,B3,10,1183094,375044220,384733999,10.5%,2396796,2473059,2413513,2492446,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78933,74433,2.986%,10.521%,0,0,0,0,200,39379670.0,45550000,45550000
870,88,B4,1,930283,324482020,334171799,15.0%,2203670,2283039,2213628,2295775,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,82147,77647,3.382%,10.521%,210,200,200,10,0,48672340.0,59557600,59557600
871,88,B4,2,930283,324482020,334171799,14.5%,2194089,2273113,2203712,2285502,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81790,77290,3.382%,10.521%,10,10,0,0,200,47049910.0,55570800,55570800
872,88,B4,3,930283,324482020,334171799,14.0%,2184508,2263187,2193795,2275228,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81433,76933,3.381%,10.521%,0,0,0,0,200,45427510.0,53654600,53654600
873,88,B4,4,930283,324482020,334171799,13.5%,2174927,2253261,2183879,2264954,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81076,76576,3.381%,10.521%,0,0,0,0,200,43805080.0,51738400,51738400
874,88,B4,5,930283,324482020,334171799,13.0%,2165346,2243334,2173962,2254681,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80718,76218,3.38%,10.521%,0,0,0,0,200,42182650.0,49822200,49822200
875,88,B4,6,930283,324482020,334171799,12.5%,2155764,2233408,2164046,2244407,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80361,75861,3.38%,10.521%,0,0,0,0,200,40560230.0,47905800,47905800
876,88,B4,7,930283,324482020,334171799,12.0%,2146183,2223482,2154129,2234133,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80004,75504,3.38%,10.521%,0,0,0,0,200,38937800.0,45989600,45989600
877,88,B4,8,930283,324482020,334171799,11.5%,2136602,2213556,2144213,2223860,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79647,75147,3.379%,10.521%,0,0,0,0,200,37315450.0,44073400,44073400
878,88,B4,9,930283,324482020,334171799,11.0%,2127021,2203629,2134296,2213586,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79290,74790,3.379%,10.521%,0,0,0,0,200,35692970.0,42157200,42157200
879,88,B4,10,930283,324482020,334171799,10.5%,2117440,2193703,2124380,2203312,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78933,74433,3.378%,10.521%,0,0,0,0,200,34070590.0,40241000,40241000
880,89,B5,1,663515,271128420,280818199,15.0%,1896887,1976256,1896887,1978255,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,81368,76868,3.886%,10.521%,210,200,200,10,0,40669290.0,51554600,51554600
881,89,B5,2,663515,271128420,280818199,14.5%,1888640,1967664,1888640,1969362,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80722,76222,3.87%,10.521%,10,10,0,0,200,39313610.0,47834600,47834600
882,89,B5,3,663515,271128420,280818199,14.0%,1880392,1959071,1880392,1960468,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,80076,75576,3.855%,10.521%,0,0,0,0,200,37957960.0,46185000,46185000
883,89,B5,4,663515,271128420,280818199,13.5%,1872145,1950479,1872145,1951575,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79430,74930,3.839%,10.521%,0,0,0,0,200,36602280.0,44535600,44535600
884,89,B5,5,663515,271128420,280818199,13.0%,1863898,1941887,1863898,1942682,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78784,74284,3.824%,10.521%,0,0,0,0,200,35246730.0,42886200,42886200
885,89,B5,6,663515,271128420,280818199,12.5%,1855650,1933294,1855650,1933789,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78139,73639,3.808%,10.521%,0,0,0,0,200,33891030.0,41236600,41236600
886,89,B5,7,663515,271128420,280818199,12.0%,1847403,1924702,1847403,1924896,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,77493,72993,3.792%,10.521%,0,0,0,0,200,32535400.0,39587200,39587200
887,89,B5,8,663515,271128420,280818199,11.5%,1839156,1916109,1839156,1916109,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76954,72454,3.781%,10.521%,0,0,0,0,200,31179720.0,37937800,37937800
888,89,B5,9,663515,271128420,280818199,11.0%,1830908,1907517,1830908,1907517,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76608,72108,3.78%,10.521%,0,0,0,0,200,29824150.0,36288200,36288200
889,89,B5,10,663515,271128420,280818199,10.5%,1822661,1898924,1822661,1898924,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76263,71763,3.779%,10.521%,0,0,0,0,200,28468520.0,34638800,34638800
890,90,B6,1,463951,231215620,240905399,15.0%,1667388,1746758,1667388,1746758,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79369,74869,4.286%,10.521%,210,200,200,10,0,34682340.0,45567600,45567600
891,90,B6,2,463951,231215620,240905399,14.5%,1660139,1739163,1660139,1739163,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79024,74524,4.285%,10.521%,10,10,0,0,200,33526260.0,42047200,42047200
892,90,B6,3,463951,231215620,240905399,14.0%,1652889,1731568,1652889,1731568,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78679,74179,4.284%,10.521%,0,0,0,0,200,32370160.0,40597200,40597200
893,90,B6,4,463951,231215620,240905399,13.5%,1645640,1723974,1645640,1723974,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78334,73834,4.283%,10.521%,0,0,0,0,200,31214080.0,39147400,39147400
894,90,B6,5,463951,231215620,240905399,13.0%,1638390,1716379,1638390,1716379,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,77989,73489,4.282%,10.521%,0,0,0,0,200,30058030.0,37697400,37697400
895,90,B6,6,463951,231215620,240905399,12.5%,1631141,1708785,1631141,1708785,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,77644,73144,4.28%,10.521%,0,0,0,0,200,28901950.0,36247600,36247600
896,90,B6,7,463951,231215620,240905399,12.0%,1623891,1701190,1623891,1701190,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,77299,72799,4.279%,10.521%,0,0,0,0,200,27745800.0,34797600,34797600
897,90,B6,8,463951,231215620,240905399,11.5%,1616642,1693595,1616642,1693595,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76954,72454,4.278%,10.521%,0,0,0,0,200,26589850.0,33347800,33347800
898,90,B6,9,463951,231215620,240905399,11.0%,1609392,1686001,1609392,1686001,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76608,72108,4.277%,10.521%,0,0,0,0,200,25433750.0,31897800,31897800
899,90,B6,10,463951,231215620,240905399,10.5%,1602143,1678406,1602143,1678406,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76263,71763,4.276%,10.521%,0,0,0,0,200,24277670.0,30448000,30448000
900,91,B7,1,246097,187644820,197334599,15.0%,1416856,1496225,1416856,1496225,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79369,74869,5.004%,10.521%,210,200,200,10,0,28146740.0,39032000,39032000
901,91,B7,2,246097,187644820,197334599,14.5%,1410696,1489720,1410696,1489720,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,79024,74524,5.003%,10.521%,10,10,0,0,200,27208510.0,35729400,35729400
902,91,B7,3,246097,187644820,197334599,14.0%,1404536,1483215,1404536,1483215,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78679,74179,5.001%,10.521%,0,0,0,0,200,26270310.0,34497400,34497400
903,91,B7,4,246097,187644820,197334599,13.5%,1398376,1476710,1398376,1476710,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,78334,73834,5.0%,10.521%,0,0,0,0,200,25332080.0,33265400,33265400
904,91,B7,5,246097,187644820,197334599,13.0%,1392215,1470204,1392215,1470204,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,77989,73489,4.999%,10.521%,0,0,0,0,200,24393780.0,32033200,32033200
905,91,B7,6,246097,187644820,197334599,12.5%,1386055,1463699,1386055,1463699,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,77644,73144,4.997%,10.521%,0,0,0,0,200,23455630.0,30801200,30801200
906,91,B7,7,246097,187644820,197334599,12.0%,1379895,1457194,1379895,1457194,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,77299,72799,4.996%,10.521%,0,0,0,0,200,22517400.0,29569200,29569200
907,91,B7,8,246097,187644820,197334599,11.5%,1373735,1450688,1373735,1450688,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76954,72454,4.994%,10.521%,0,0,0,0,200,21579120.0,28337200,28337200
908,91,B7,9,246097,187644820,197334599,11.0%,1367574,1444183,1367574,1444183,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76608,72108,4.993%,10.521%,0,0,0,0,200,20640950.0,27105000,27105000
909,91,B7,10,246097,187644820,197334599,10.5%,1361414,1437678,1361414,1437678,Education,9000000,6000000,6,5e-05,10.521%,59.479%,4500,76263,71763,4.992%,10.521%,0,0,0,0,200,19702720.0,25873000,25873000
910,92,B1,1,2769804,692386220,702075999,15.0%,4319119,4398489,4403118,4485265,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,82147,78147,1.742%,17.122%,342,200,200,142,0,103857940.0,114743200,114743200
911,92,B1,2,2769804,692386220,702075999,14.5%,4300341,4379365,4383682,4465472,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81790,77790,1.742%,17.122%,142,142,200,0,0,100396010.0,110918400,110918400
912,92,B1,3,2769804,692386220,702075999,14.0%,4281562,4360241,4364246,4445679,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81433,77433,1.742%,17.122%,0,0,0,0,200,96934110.0,105161200,105161200
913,92,B1,4,2769804,692386220,702075999,13.5%,4262783,4341117,4344810,4425886,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81076,77076,1.741%,17.122%,0,0,0,0,200,93472080.0,101405400,101405400
914,92,B1,5,2769804,692386220,702075999,13.0%,4244004,4321993,4325374,4406092,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80718,76718,1.741%,17.122%,0,0,0,0,200,90010180.0,97649600,97649600
915,92,B1,6,2769804,692386220,702075999,12.5%,4225226,4302869,4305938,4386299,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80361,76361,1.741%,17.122%,0,0,0,0,200,86548300.0,93894000,93894000
916,92,B1,7,2769804,692386220,702075999,12.0%,4206447,4283745,4286502,4366506,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80004,76004,1.741%,17.122%,0,0,0,0,200,83086400.0,90138200,90138200
917,92,B1,8,2769804,692386220,702075999,11.5%,4187668,4264621,4267066,4346713,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,79647,75647,1.74%,17.122%,0,0,0,0,200,79624450.0,86382400,86382400
918,92,B1,9,2769804,692386220,702075999,11.0%,4168889,4245498,4247630,4326920,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,79290,75290,1.74%,17.122%,0,0,0,0,200,76162470.0,82626600,82626600
919,92,B1,10,2769804,692386220,702075999,10.5%,4150110,4226374,4228194,4307126,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,78933,74933,1.74%,17.122%,0,0,0,0,200,72700520.0,78870800,78870800
920,93,B2,1,1663770,471179420,480869199,15.0%,3047180,3126549,3086661,3168808,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,82147,78147,2.466%,14.859%,297,200,200,97,0,70676940.0,81562200,81562200
921,93,B2,2,1663770,471179420,480869199,14.5%,3033932,3112956,3072949,3154739,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81790,77790,2.466%,14.859%,97,97,0,0,200,68321010.0,76842000,76842000
922,93,B2,3,1663770,471179420,480869199,14.0%,3020683,3099362,3059237,3140669,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81433,77433,2.465%,14.859%,0,0,0,0,200,65965110.0,74192200,74192200
923,93,B2,4,1663770,471179420,480869199,13.5%,3007434,3085768,3045524,3126600,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81076,77076,2.465%,14.859%,0,0,0,0,200,63609260.0,71542400,71542400
924,93,B2,5,1663770,471179420,480869199,13.0%,2994186,3072175,3031812,3112530,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80718,76718,2.465%,14.859%,0,0,0,0,200,61253330.0,68892800,68892800
925,93,B2,6,1663770,471179420,480869199,12.5%,2980937,3058581,3018100,3098461,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80361,76361,2.464%,14.859%,0,0,0,0,200,58897430.0,66243000,66243000
926,93,B2,7,1663770,471179420,480869199,12.0%,2967689,3044987,3004387,3084391,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80004,76004,2.464%,14.859%,0,0,0,0,200,56541600.0,63593400,63593400
927,93,B2,8,1663770,471179420,480869199,11.5%,2954440,3031394,2990675,3070322,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,79647,75647,2.464%,14.859%,0,0,0,0,200,54185650.0,60943600,60943600
928,93,B2,9,1663770,471179420,480869199,11.0%,2941191,3017800,2976963,3056252,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,79290,75290,2.463%,14.859%,0,0,0,0,200,51829750.0,58293800,58293800
929,93,B2,10,1663770,471179420,480869199,10.5%,2927943,3004206,2963250,3042183,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,78933,74933,2.463%,14.859%,0,0,0,0,200,49473870.0,55644200,55644200
930,94,B3,1,1183094,375044220,384733999,15.0%,2494403,2573772,2514537,2596684,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,82147,78147,3.009%,13.446%,269,200,200,69,0,56256640.0,67141800,67141800
931,94,B3,2,1183094,375044220,384733999,14.5%,2483558,2562582,2503312,2585102,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81790,77790,3.009%,13.446%,69,69,0,0,200,54381410.0,62902400,62902400
932,94,B3,3,1183094,375044220,384733999,14.0%,2472712,2551391,2492087,2573520,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81433,77433,3.009%,13.446%,0,0,0,0,200,52506160.0,60733200,60733200
933,94,B3,4,1183094,375044220,384733999,13.5%,2461867,2540201,2480862,2561938,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,81076,77076,3.008%,13.446%,0,0,0,0,200,50630960.0,58564200,58564200
934,94,B3,5,1183094,375044220,384733999,13.0%,2451022,2529011,2469637,2550356,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80718,76718,3.008%,13.446%,0,0,0,0,200,48755730.0,56395200,56395200
935,94,B3,6,1183094,375044220,384733999,12.5%,2440177,2517820,2458413,2538774,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80361,76361,3.008%,13.446%,0,0,0,0,200,46880550.0,54226200,54226200
936,94,B3,7,1183094,375044220,384733999,12.0%,2429332,2506630,2447188,2527192,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,80004,76004,3.007%,13.446%,0,0,0,0,200,45005350.0,52057200,52057200
937,94,B3,8,1183094,375044220,384733999,11.5%,2418486,2495440,2435963,2515610,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,79647,75647,3.007%,13.446%,0,0,0,0,200,43130100.0,49888000,49888000
938,94,B3,9,1183094,375044220,384733999,11.0%,2407641,2484250,2424738,2504028,Education,8000000,7000000,7,5e-05,13.446%,56.554%,4000,79290,75290,3.007%,13.446%,0,0,0,0,200,41254870.0,47719000,47719000
